,company,number_reviews,search_city,star_rating,summary,title,website,how_paid,annual_salary,is_sponsored,time_since_posted,in_city,page
138,Synovus,40.0,"Atlanta, GA",3.6,"OR a Master's degree or higher in a quantitative field such as applied math, statistics, engineering, physics, accounting, finance, economics, econometrics,...",Customer Insights Analyst II,http://www.indeed.com/rc/clk?jk=5364ba334923a36c&fccid=81ddb723255b4ba2,,,0,more than 30 days ago,1,10
139,Bluefusioninc,,"Atlanta, GA",,"Experience in formulating and implementing optimization and data analytics models.  Familiarity with commercial optimization solver and data mining packages, e...",Operations Research Analyst,http://www.indeed.com/cmp/Bluefusioninc/jobs/Operation-Research-Analyst-bd6b2f66d91ef38a?r=1&fccid=ad0b2d5dfe5c0648,,,0,more than 30 days ago,1,10
140,"Hire Velocity, LLC",,"Atlanta, GA",,"Applicants will receive fair and impartial consideration without regard to race, sex, religion, national origin, age, sexual orientation, disability, veteran...",Data Scientist,http://www.indeed.com/rc/clk?jk=5cd5f0e93e4f1b30&fccid=f12a2e0e56a58e5d,,,0,1-6 days ago,1,10
141,Cardlytics Corporation,,"Atlanta, GA",,"50 concurrent data scientists and analysts. Ability to accept and manage risk and drive change Ability to take abstract ideas, formulate an actionable strategy,...",Principal Data Engineer,http://www.indeed.com/rc/clk?jk=910b5fa85c1f4be3&fccid=e42550d4f0f282e6,,,0,7-12 days ago,1,10
142,Keysight Technologies,22.0,"Atlanta, GA",4.25,"We are seeking an enthusiastic, experienced and skilled Project Manager to lead a small team of researchers and developers working on projects that apply...","Project Manager, Machine Learning and Analytics Research",http://www.indeed.com/rc/clk?jk=1a94d83db653f982&fccid=d072500b76ca23c2,,,0,25-30 days ago,1,10
143,"Intercontinental Exchange, Inc.",25.0,"Atlanta, GA",3.5,"Investigate and manage large data sets. 2 years experience using C/C++, C#, Java, SQL, VBA, R, or Python. Bachelors Degree in Engineering, Finance, Applied Math...",Quantitative Analyst (5051),http://www.indeed.com/rc/clk?jk=3de191f59f554a55&fccid=306f81e1483f7d82,,,0,more than 30 days ago,1,10
144,Oak Ridge Associated Universities,16.0,"Atlanta, GA",3.6,"Currently the Branch is leading the development of statistical approaches and methods to monitor the impact of national recommendations, clinical interventions,...",Biostatistics; Statistician Fellowship -- CDC,http://www.indeed.com/rc/clk?jk=4928d3911710e6b0&fccid=9ee66ada40315e6d,,,0,more than 30 days ago,1,10
145,WSP | Parsons Brinckerhoff,5.0,"Atlanta, GA",4.25,"Â€¢Collection, organization, research & analysis of project data. Approximately 34,500 employees, including engineers, technicians, scientists, architects,...",Traffic Engineer I,http://www.indeed.com/rc/clk?jk=80a22cc101253ab5&fccid=a0ecbc8328064f26,,,0,13-18 days ago,1,10
146,Visionaire Partners,5.0,"Atlanta, GA",4.34999975,Data Scientist - Insights. Love Data Analytics and want more Big Data but limited because of current company limitations?...,Data Scientist - Insights,http://www.indeed.com/rc/clk?jk=2bd808237a2051c6&fccid=65094ffc761eb987,,,0,more than 30 days ago,1,10
147,Consolidated Safety Services,4.0,"Atlanta, GA",3.5,The Technician will assist the Project Manager in the entry and compilation of waste generation tracking data into the client’s proprietary data base....,Environmental Scientist I,http://www.indeed.com/rc/clk?jk=2920b7912fc3ef36&fccid=792fd5b414b087a0,,,0,1-6 days ago,1,10
152,Dynamac Corporation,7.0,"Atlanta, GA",4.40000025,The Technician will assist the Project Manager in the entry and compilation of waste generation tracking data into the client’s proprietary data base....,Environmental Scientist I,http://www.indeed.com/rc/clk?jk=bf6154e0f055b895&fccid=c0ef6e391d90d94b,,,0,1-6 days ago,1,11
153,NCR,741.0,"Atlanta, GA",3.5,Clearly communicate the business and technical benefits of analytics and visualization to both business and technical audiences....,Sr Data Scientist,http://www.indeed.com/rc/clk?jk=346c40a8b5070d58&fccid=50597ebf467edd46,,,0,25-30 days ago,0,11
154,Battelle,165.0,"Atlanta, GA",4.25,TOPS is supporting CDC in research and development efforts to eliminate data gaps in influenza surveillance by increasing the diagnostic and immunization tools...,Quality Assurance Specialist,http://www.indeed.com/rc/clk?jk=a11abc401a6bf7f5&fccid=17d397c17f760b21,,,0,19-24 days ago,1,11
155,Target MarkeTeam,,"Atlanta, GA",,As well as experience with database analytics and file manipulation using SQL and SAS or JMP. As continual improvement of new/innovative data visualization...,"Data Analyst, Predictive Modeling",http://www.indeed.com/rc/clk?jk=af9063160d9ec50e&fccid=a4285803cdb35440,,,0,more than 30 days ago,1,11
156,Oak Ridge Associated Universities,16.0,"Atlanta, GA",3.6,"Presenting results and findings to other scientists, public health and clinical researchers within and outside CDC....",Rare Disorders Research Fellowship - CDC,http://www.indeed.com/rc/clk?jk=8a9fbe50ad0f96da&fccid=9ee66ada40315e6d,,,0,25-30 days ago,1,11
157,"AEQUOR Technologies, Inc.",5.0,"Atlanta, GA",3.35,The Scientist is responsible for supporting the development of superior surface coatings for new contact lenses.• Develop and optimize surface coating chemistry...,Scientist I,http://www.indeed.com/cmp/Aequor-Technologies/jobs/Scientist-75ae12cd53fb77d3?r=1&fccid=9876511e9b045eba,,,0,13-18 days ago,0,11
158,Cox Communications,1262.0,"Atlanta, GA",4.25,"Ability to identify trends, analyze data, and extract actionable insights. Experience with multi-channel analytics (e.g., offline plus online, integration of...","Manager, Data Analysis",http://www.indeed.com/rc/clk?jk=5cdd2e98b1442c77&fccid=c7e6b037b4d816c9,,,0,more than 30 days ago,1,11
159,Northrop Grumman,2159.0,"Atlanta, GA",4.25,"The qualified applicant will provide expertise in applicable public health disciplines to collect, abstract, code, analyze, or interpret scientific data...",Health Policy Research Analyst,http://www.indeed.com/rc/clk?jk=d55fdf2681b0525e&fccid=11619ce0d3c2c733,,,0,13-18 days ago,1,11
160,Northrop Grumman,2159.0,"Atlanta, GA",4.25,"The qualified applicant will provide high level expertise in applicable public health disciplines to collect, abstract, query/code, analyze, and interpret...",Data Manager,http://www.indeed.com/rc/clk?jk=ff099ab0011d0f3d&fccid=11619ce0d3c2c733,,,0,more than 30 days ago,1,11
161,Emory University,262.0,"Atlanta, GA",4.3,"The clinical informatics group fosters collaborative projects between software systems researchers and scientific research groups, and between clinical...",Assistant Professor -TT - Signal Processing & Machine Learni...,http://www.indeed.com/rc/clk?jk=514f87b53e191e5e&fccid=efe5e2d22a1d29e5,,,0,more than 30 days ago,1,11
183,SimplePart,,"Atlanta, GA",,You will be responsible for a team of analysts and data scientists tasked with creating and managing digital parts strategy for the world’s top automakers as...,Director of Business Analytics,http://www.indeed.com/cmp/SimplePart/jobs/Director-Business-Analytic-78a5029ce1dc2c53?r=1&fccid=fbee7f9d32c7c078,,,0,25-30 days ago,1,13
184,Pindrop,,"Atlanta, GA",,Machine learning and/or data mining. Familiar with basic machine learning concepts. See how data science can help you beat the bracket at our Data Science in...,Research Scientist - Audio | Fluent Portuguese,http://www.indeed.com/rc/clk?jk=b24285bef0bdfe7b&fccid=bf5bb97b6f41b86d,,,0,7-12 days ago,1,13
185,PreVisor,,"Atlanta, GA",,"Serve as an internal subject matter expert, providing support to team members on solutions, especially related to the development and validation of assessment...",Research Scientist,http://www.indeed.com/rc/clk?jk=9b75487e5b14d1d4&fccid=c7f4a576b2aaac68,,,0,more than 30 days ago,1,13
186,Adecco: USA,19.0,"Atlanta, GA",3.6,"3 - 5 years' experience in clinical data management. A Director of Health Data Standards (scientist) is available in the Silver Spring, MD area, courtesy of...",Senior Manager of Health Data Standards,http://www.indeed.com/rc/clk?jk=49f51389e1b26ddc&fccid=09ba3012aa0d2863,,,0,13-18 days ago,1,13
187,Arcadis:US,,"Atlanta, GA",,"Engineers to assist in the development of project scopes and budgets, having interaction with clients and assisting with project management activities....",Entry-Level Water Engineer,http://www.indeed.com/rc/clk?jk=175db6aa155ee0b5&fccid=50a558140c3d9cb0,,,0,25-30 days ago,1,13
188,Deloitte,3568.0,"Atlanta, GA",4.25,"Perform data studies and data discovery routines for video, voice, weblog, sensor, machine and social media data sources or mash ups of new and existing data...",Advanced Analytics Enablement Big Data Manager,http://www.indeed.com/rc/clk?jk=8326915b337804a6&fccid=9e215d88a6b33622,,,0,13-18 days ago,1,13
189,InterContinental Hotels Group,857.0,"Atlanta, GA",4.3,"Project plans that outline project milestones regarding reporting projects. Conveniences, including and on-site dry cleaner, private health club, wellness....",Analyst Operations Research,http://www.indeed.com/rc/clk?jk=8911aed86ff1ddcb&fccid=ddf604e04b4793cf,,,0,more than 30 days ago,1,13
190,Honeywell,3556.0,"Atlanta, GA",3.7,Work closely with data scientists and product managers to understand their data requirements for existing and future projects on data analytics applications....,"Sr Data Engineer - Atlanta, GA",http://www.indeed.com/rc/clk?jk=7253d6d7a5376e5d&fccid=50208b5bf45ee3b8,,,0,more than 30 days ago,1,13
191,Battelle,165.0,"Atlanta, GA",4.25,"Our 22,000 employees work at the forefront of scientific innovation to tackle critical challenges in security, human health, manufacturing, energy and...",Quality Assurance Auditor,http://www.indeed.com/rc/clk?jk=908c89599a5e6fe5&fccid=17d397c17f760b21,,,0,25-30 days ago,1,13
192,Black & Veatch,224.0,"Atlanta, GA",3.65,"Conducts literature surveys and assists in preparation of sampling plans, work plans, and specifications....",Environmental Scientist Intern,http://www.indeed.com/rc/clk?jk=eefd8bb0a8bc6e9f&fccid=3c6c62c1f9964388,,,0,7-12 days ago,0,13
213,Georgia Tech Research Institute,260.0,"Atlanta, GA",4.40000025,"GTRI is a group of world-class engineers and scientists, solving challenging problems for our customers through innovation, cutting edge applied research, and a...",Test Engineer- ELSYS 1194,http://www.indeed.com/rc/clk?jk=50385fdbb6d4fd14&fccid=db25687464a9ecf6,,,0,more than 30 days ago,1,15
214,CSTE,,"Atlanta, GA",,"For more than six decades, the Council of State and Territorial Epidemiologists (CSTE) and the Centers for Disease Control and Prevention (CDC) have worked...",Associate Research Analyst,http://www.indeed.com/rc/clk?jk=058ae66f086ee6ae&fccid=67e22e48a1bc4f0c,yearly,51706.0,0,19-24 days ago,1,15
215,Analytic Recruiting,2.0,"Atlanta, GA",4.25,"Statistical Analyst with strong proficiency with SAS, SQL, data mining, forecasting and predictive modeling sought by Atlanta-based consumer lending company....",Senior Statistical Analyst,http://www.indeed.com/rc/clk?jk=8896d442ab6a9d1b&fccid=3b4e0f2c2deb87d6,,,0,19-24 days ago,1,15
216,Georgia Tech Research Institute,260.0,"Atlanta, GA",4.40000025,"GTRI is a group of world-class engineers and scientists, solving challenging problems for our customers through innovation, cutting edge applied research, and a...",Research Scientist,http://www.indeed.com/rc/clk?jk=f3c71b357a04c584&fccid=db25687464a9ecf6,,,0,more than 30 days ago,1,15
217,Morehouse School Of Medicine,51.0,"Atlanta, GA",3.45,Prepare and publish scientific manuscripts under direction of principle investigator (PI); Ability to collect and analyze data....,Postdoctoral Fellow,http://www.indeed.com/rc/clk?jk=9f1b82ac82f93f3e&fccid=4b79f54d9a93c54d,,,0,19-24 days ago,1,15
218,SearchAccountingJobs,,"Atlanta, GA",,"Lead the review and care of relevant model and model validation documentation, complete in depth analysis on large data sets, and formulate analysis and reports...",Lead Quantitative Analyst,http://www.indeed.com/rc/clk?jk=7fad02838ce4dbb3&fccid=2bb3537b276c1f70,yearly,177500.0,0,more than 30 days ago,1,15
219,delane Talent Mgmt LLC,,"Atlanta, GA",,"Advanced Data Analytics Scientist. Data mining techniques on large data sets. As Wikipedia states, ”Data Scientist have the ability to find and interpret rich...",Advanced Data Analytics Scientist,http://www.indeed.com/rc/clk?jk=6064560d1bad942e&fccid=a7d7da9e8782b71d,,,0,1-6 days ago,0,15
220,Home Depot,21066.0,"Atlanta, GA",3.65,And operates under minimal supervision and mentorship of more experienced managers and data scientists. Prior direct experience in analyzing the relevant...,Senior Data Analyst Supply Chain,http://www.indeed.com/rc/clk?jk=96b90f54b1cddbda&fccid=82e58e9861d48566,,,0,19-24 days ago,1,15
221,ASSURANT,1129.0,"Atlanta, GA",3.6,"The primary objective of this position is to ensure that Data Analytics COE department delivers fraud analytics and provide data-driven, action-oriented...",Sr Data Scientist - Fraud,http://www.indeed.com/rc/clk?jk=ed7467a761020f51&fccid=cc80d5313758adb1,,,0,more than 30 days ago,1,15
222,"Geosyntec Consultants, Inc.",,"Atlanta, GA",,"Working out of our Boca Raton, Florida office, the successful candidate will join our Information Technology group in this fast-paced position that interfaces...",Senior Voice-Network Engineer,http://www.indeed.com/rc/clk?jk=dcfe75d4aa838144&fccid=bd76dce80af676b9,,,0,in the last day,1,15
228,ADP,1692.0,"Atlanta, GA",3.7,"At ADP, the world's largest B2B cloud company, our Technology team is comprised of brilliant engineers, architects, data scientists, infrastructure experts, and...",IT Operations I,http://www.indeed.com/rc/clk?jk=844e8786a67e3867&fccid=e996c2d6855fe778,,,0,13-18 days ago,0,16
229,WSP | Parsons Brinckerhoff,5.0,"Atlanta, GA",4.25,"Approximately 34,500 employees, including engineers, technicians, scientists, architects, planners, surveyors, program and construction management professionals...",Senior Technology Engineer,http://www.indeed.com/rc/clk?jk=72d8fcbbb6f9e223&fccid=a0ecbc8328064f26,,,0,more than 30 days ago,1,16
230,Delta Global Staffing,27.0,"Atlanta, GA",4.34999975,Be comfortable creating and managing data spreadsheets. 3 years experience in data capturing and analysis. Data to evaluate operational difficulties and make...,Operations Research Analyst 1,http://www.indeed.com/rc/clk?jk=040721b68ace1c61&fccid=a1302ef6546a0005,,,0,7-12 days ago,1,16
231,Georgia Tech Research Institute,260.0,"Atlanta, GA",4.40000025,Our expert scientists and engineers turn ideas into workable solutions and then put those solutions into action....,Applications Engineer and Intelligence Analyst - ACL 1181,http://www.indeed.com/rc/clk?jk=463e45aca1e4a7fd&fccid=db25687464a9ecf6,,,0,more than 30 days ago,1,16
232,KPMG,1810.0,"Atlanta, GA",4.25,"Strong experience in leading and delivering big data (Hadoop/Spark), machine learning (R, Python, algorithms, etc.), analytical and visualization projects that...","Manager, Tax Technology - Data Analytics Machine Learning",http://www.indeed.com/rc/clk?jk=bf4bdcc8cffbc344&fccid=2dd390c3a48a7ed0,,,0,more than 30 days ago,1,16
233,KPMG,1810.0,"Atlanta, GA",4.25,"Work with Tax business teams to identify anomalies, trends and derive insights in large volumes of data to support Tax Planning, benchmarking, and other...","Senior Associate, Tax Technology - Data Analytics Machine Le...",http://www.indeed.com/rc/clk?jk=e238008bdf221fa9&fccid=2dd390c3a48a7ed0,,,0,more than 30 days ago,1,16
234,CACI,823.0,"Atlanta, GA",3.7,"We provide transformational functional subject matter expertise and health IT services to the Department of Veterans Affairs, Department of Defense Military...",Public Health Analyst I/Health Scientist,http://www.indeed.com/rc/clk?jk=c8fe433bc6b46e5f&fccid=290a4498a64fc044,,,0,in the last day,1,16
235,Emory University,262.0,"Atlanta, GA",4.3,"Staff Scientists will have leadership responsibilities, and will oversee quality and training of other team members....",Staff Scientist (Goldsmith Lab),http://www.indeed.com/rc/clk?jk=f33d7a31e48bf4c7&fccid=efe5e2d22a1d29e5,yearly,85500.0,0,19-24 days ago,1,16
236,ADP,1692.0,"Atlanta, GA",3.7,"At ADP, the world's largest B2B cloud company, our Technology team is comprised of brilliant engineers, architects, data scientists, infrastructure experts, and...",Lead QA Engineer,http://www.indeed.com/rc/clk?jk=f2af2be85c32b43a&fccid=e996c2d6855fe778,,,0,7-12 days ago,0,16
237,GE Power,161.0,"Atlanta, GA",4.3,"The Software Project Lead will manage projects for the Power Services Sourcing organization, working directly with stakeholders to determine functional needs...",IT Project Manager – Digital Tools,http://www.indeed.com/rc/clk?jk=fa7653152d2c7c1e&fccid=298641a812c7e85f,,,0,25-30 days ago,1,16
300,IBM,12382.0,"Washington, DC",4.25,"This position combines deep data and analytics skills with strong business acumen to solve business problems by understanding, preparing, and analyzing data to...",Advanced Analytics Data Scientist,http://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0AcKrCDQ_eChMN_hHoeVwk0t6ouhlvRsMi3bqSMrWgRh-pEdfSEmsnV0HvcliMfw3cOJLja8VAo7CPDy3tyTyv2cRctvLqDklGAGwZVERMnljAQMgxv4CcZxRrlsf_AQhUQKgsXEaPBHZNYzTKEnpUKZL83csXnvb14NmJMO4-FlN56d5p42nNBEpOvIvrQ8pnkA18hcuMZsNGghMifhN2cwIaYdiGs3-PSpxu58xMtDYSo1DHpd5Gd1h1hiVpbe9fY65x2s46ApabvBYxRsnkPuaobb9l1oxEJczJew8jIsvQe8esRQPW76QuGRbqsgpYaTEnKuKTNm27Hh-DhgqY1B5H9oCZ8Rlc_gQS_T3bCHxlIg4MhGEqzxbczV4P3LEK6IC0xCijmlD6OH-5LtZ-qqqx7UllsdzCBTgJQo_mTY4OZC_Qp5uX2t5lMzZ2eswFiO_p625oGDxq8jG7yeCE77S38j2tDhDkxShS2Mkskadno7N54yonSt8rOwH6BSjLbtU5CgbRFe8ggdCW-RZOK8H7SQOhkIJRu37oGMXd5qkGfnQr2upY-N1-gltWeJ6MN3cAEZ2fWnlhk0SOvIerz9RVyORcFs-6h1ZUXmnLADG725tvO7Xry&p=1&sk=&fvj=0,,,1,more than 30 days ago,1,1
301,Truth Initiative,,"Washington, DC",,"This position also requires familiarity with website analytics tools (e.g.,Google Analytics & Adobe Analytics (Formerly Omniture SiteCatayst)....",Data Scientist,http://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0Ah3FB-3LtqS-97Y_6kbOmQIbUUQA9lzozJNA2Jvmp5JI5c03S-kOTEI0mcRMnuAH4zw4PY0rdPtpY9wKE1ZhriOg-LqlMdDdrAESr-H5gdMqJDVrweqiDRE0Pd_x0vyYWwxad1-EueA3-goTsrzbq6Msc0XQtqr9DwbbqAuwS4_vOegownfsXNtT7Te0YAn6Kw32EtmIfTjIRMgfPnO4v5lyD-1vsfn1GCObuN_OJIKnti2sr_RHC3BiVXs_nLZic4Jh7G26JCl8KIvSl5UoLId5EJ5WFzHMviHpCvo26Vb6zfXs5MBEsdeins5KIFQ9uay2b90ZNY4_VNFGJUyo7RVldeWdxCYG1c2QRCGZ0YbdulJjDHAFVavHnGlODGJw2Y8pk4pmaK9woGhY3lQ_QDHxv-EurHGk99Gxkez8DBdJ4B-ZrA2rMmBMBv6EuKwfU=&p=2&sk=&fvj=0,,,1,19-24 days ago,1,1
