,company,number_reviews,search_city,star_rating,summary,title,how_paid,annual_salary,is_sponsored,time_since_posted,in_city,page,expensive_city,rating_cat
23708,Comtech Group,0.0,"Detroit, MI",,Help data scientists by gathering and documenting evidence from investigation data sources to validate/repudiate potential vehicle related safety issues....,Safety Analyst,,,0,1-6 days ago,0,4,0,no_rating
23709,Pinnacle Solutions Inc,0.0,"Detroit, MI",,Strong data mining background skills and marketing analytics. Monitors analytics to leverage insights for future marketing interactions....,SAS Database Marketing Statistician / CRM Analyst,,,0,13-18 days ago,1,4,0,no_rating
23710,Systems Technology Group Inc. (STG),0.0,"Detroit, MI",,"Work closely with stakeholders on the data demand side (analysts and data scientists) • ; The DQA interprets results using a variety of techniques, ranging from...",Data Quality Analyst,,,0,13-18 days ago,0,4,0,no_rating
23711,"Market Strategies International, Inc.",0.0,"Detroit, MI",,"Analysts maintain data integrity, use a variety of analytic techniques to understand data and relay the implications of the results to the project team....",Analyst - Market Research,,,0,7-12 days ago,0,4,0,no_rating
23712,Ipsos North America,198.0,"Detroit, MI",3.6,"Be part of our team that plans studies, executes fieldwork, analyzes data and delivers reports to clients. As a Loyalty Analyst, you play a role in supporting...",Loyalty - Research Analyst (Entry-Level),,,0,19-24 days ago,0,4,0,low_rating
23713,Venteon,6.0,"Detroit, MI",3.35,"Track and manage machine performance metrics to identify and prioritize improvement efforts across the Services organization, with emphasis on predictive...",Data Scientist,yearly,115000.0,0,more than 30 days ago,0,4,0,low_rating
23714,Independent Clinical Medical Laboratory,0.0,"Detroit, MI",,Independent Clinical Medical Laboratory is seeking a Toxicology Certifying Scientist / LCMS Operator to be a part of our growing team in our CLIA-certified...,Clinical Scientist/ LCMS Operator,,,0,13-18 days ago,0,4,0,no_rating
23715,Ford Motor Company,2310.0,"Detroit, MI",4.40000025,"The Data Operations team is a key department within Ford’s growing Global Data, Insights and Analytics division....",Data Operations Analyst,,,0,more than 30 days ago,0,4,0,high_rating
23716,Incodel,0.0,"Detroit, MI",,"Send resumes to INCODEL, LLC - 27501 Hildebrandt Rd, Suite 100, Romulus, MI 48174. Analyze global customer prospecting and effectively target through...",Engine/Casting Parts International Marketing Research Analys...,,,0,7-12 days ago,0,4,0,no_rating
23717,Ford Motor Company,2310.0,"Detroit, MI",4.40000025,"The Analytics Research and Development team within Ford’s Global Data, Insight and Analytics (GDI&A) organization is looking for a highly skilled quantitative...",R&D Quantitative Analyst (Analytics Research Analyst),,,0,more than 30 days ago,0,4,0,high_rating
23724,Beckman Coulter,249.0,"Detroit, MI",3.55,"For 80 years, our products have been making a difference in peoples’ lives by improving the productivity of medical professionals and scientists, supplying...",Informatics Technical Specialist,,,0,19-24 days ago,1,5,0,low_rating
23726,Saanvi Technologies,0.0,"Detroit, MI",,Data Scientists AnalystsLocation:. Urgent need for Data scientist (For More Info contact Priya; Ability to write complex SQL queries needed to query & analyze...,Data Scientist with Hadoop,,,0,7-12 days ago,1,5,0,no_rating
23727,"Optimal CAE, Inc",0.0,"Detroit, MI",,The Data Ops Analyst role will support the data requirements of the Data Scientists who are using analytics to achieve business outcomes including insights to...,Data Scientists Analysts,yearly,100000.0,0,more than 30 days ago,0,5,0,no_rating
23728,ASG Renaissance,6.0,"Detroit, MI",4.40000025,"The Data Operations team is a key department within the company's growing Global Data, Insights and Analytics division....",Data Analyst,,,0,more than 30 days ago,0,5,0,high_rating
23729,Wayne State University,298.0,"Detroit, MI",4.40000025,A Research Scientist position is available in the department of Pharmaceutical Sciences at the Eugene Applebaum College of Pharmacy and Health Sciences....,Research Scientist,,,0,more than 30 days ago,1,5,0,high_rating
23730,BankRate.com,0.0,"Detroit, MI",,"You will work closely with business analysts, data scientists, software engineers and database developers to design, build and implement next-generation data...",Senior Data Engineer,,,0,more than 30 days ago,1,5,0,no_rating
23731,Powerley,0.0,"Detroit, MI",,"You will work closely with world-class designers, firmware engineers, data scientists and server-side API developers to create a rock-solid platform that will...",JavaScript Developer,,,0,1-6 days ago,0,5,0,no_rating
23732,Urban Science,16.0,"Detroit, MI",3.35,"Requires demonstrated knowledge of relational database management, including, creating and executing queries, creating scripts, importing/exporting data and...",Manager - Data Analysis and Consulting,,,0,more than 30 days ago,1,5,0,low_rating
23738,General Motors,2945.0,"Detroit, MI",4.34999975,"This is a management position for leading a team of senior data scientists. This will include the application of a wide variety of analytic strategies,...",Sr Manager Advanced Analytics - INF0018940,,,0,19-24 days ago,0,6,0,high_rating
23739,Henry Ford Health System,664.0,"Detroit, MI",3.7,"HFHS’ Department of Psychiatry and Center for Health Policy and Health Services Research are core members of the NIMH-funded Mental Health Research Network, the...",Assistant Scientist,,,0,7-12 days ago,1,6,0,low_rating
23740,Jackson Dawson Communications,5.0,"Detroit, MI",3.65,"Responsibilities Compile program reports and dashboards Assist with ad-hoc report requests Project planning and management, and managing reporting work-flows,...",Data Scientist,,,0,13-18 days ago,0,6,0,low_rating
23741,Selby Jennings,0.0,"Detroit, MI",,"Product design, structuring and pricing, portfolio analytics and origination. This is an urgent hire that will offer an above market rate salary, full...",Catastrophe Risk Analyst - Quantitative,yearly,97500.0,0,more than 30 days ago,1,6,0,no_rating
23742,LRSolutions,0.0,"Detroit, MI",,"Set and lead best practices and standards discussions among Big Data Engineers, Data Scientists, and other data engineers across IT....",Big Data Architect,,,0,25-30 days ago,1,6,0,no_rating
23743,CDK Global,83.0,"Detroit, MI",3.4,"From data scientists to sales and operations experts, we’re hiring to support your growth and ours - Green light your career ....","Supervisor, SEO",,,0,1-6 days ago,1,6,0,low_rating
23744,Wayne State University,298.0,"Detroit, MI",4.40000025,"The Department of Internal Medicine, Division of Pulmonary and Critical Care and Sleep Medicine is seeking a highly motivated scientist to join our NIH funded...",Post-Doc Fellow/Research Associate,,,0,more than 30 days ago,1,6,0,high_rating
23745,Altair Engineering,23.0,"Detroit, MI",4.45,"Altair ProductDesign is a global, multi-disciplinary product development consultancy of more than 700 designers, engineers, scientists, and creative thinkers....",CATIA V5,yearly,70000.0,0,13-18 days ago,0,6,0,high_rating
23746,MSX International,129.0,"Detroit, MI",4.25,Use data mining techniques to find opportunities within the pricing area. Work with various data sources and platforms to gather data....,Quantitative Analyst / Data Scientist,,,0,more than 30 days ago,0,6,0,high_rating
23747,CDK Global,83.0,"Detroit, MI",3.4,"From data scientists to sales and operations experts, we’re hiring to support your growth and ours - Green light your career ....",SEO Specialist II,,,0,19-24 days ago,1,6,0,low_rating
23754,Ford Motor Company,2310.0,"Detroit, MI",4.40000025,"4+ years of experience in Computer Science, Computer Engineering, or Electrical Engineering degree field with a focus on computer vision, robotics, machine...",Autonomous Driving Research Scientist – Real-time Robotic Vi...,,,0,more than 30 days ago,0,7,0,high_rating
23755,ASG Renaissance,6.0,"Detroit, MI",4.40000025,"The Analytics Research and Development team within the company's Global Data, Insight and Analytics (GDIA) organization is looking for a highly skilled...",Quantitative Analyst,,,0,1-6 days ago,0,7,0,high_rating
23756,BASF Corporation,1045.0,"Detroit, MI",4.34999975,"Ability to manage multiple tasks and projects at one time, interacting with in house project teams. From competitive health and insurance plans, to robust...","Associate Scientist - 3D Printing, Wyandotte",,,0,7-12 days ago,0,7,0,high_rating
23757,BASF,1045.0,"Detroit, MI",4.34999975,"Ability to manage multiple tasks and projects at one time, interacting with in house project teams. Roduct Development and Research Scientists to optimize...","Associate Scientist - 3D Printing, Wyandotte",,,0,7-12 days ago,0,7,0,high_rating
23758,"G-TECH Services, Inc.",0.0,"Detroit, MI",,"In addition, the employee will be expected to create test coupons and specimens, analyze data, and report out results to a cross functional team of researchers...",Scientist / Research Eng Materials,,,0,7-12 days ago,0,7,0,no_rating
23760,Henry Ford Health System,664.0,"Detroit, MI",3.7,Scientists with R01 funding at HFHS receive full salary support and additional discretionary funds from the institution....,Epidemiologist I,,,0,more than 30 days ago,1,7,0,low_rating
23762,"Contract Professionals, Inc.",8.0,"Detroit, MI",4.45,"In addition, the employee will be expected to create test coupons and specimens, analyze data, and report out results to a cross functional team of researchers...",Scientist / Research Eng Materials,,,0,19-24 days ago,0,7,0,high_rating
23768,Research Building South,0.0,"Detroit, MI",,"Scientific methodology, mathematical ability, technical writing skills, computer skills (word processing, presentation software, database management) and....",Research Postdoctoral Scientist,,,0,more than 30 days ago,0,8,0,no_rating
23769,CDK Global,83.0,"Detroit, MI",3.4,"From data scientists to sales and operations experts, we’re hiring to support your growth and ours - Green light your career ....",Account Advocate I,,,0,13-18 days ago,1,8,0,low_rating
23770,Ipsos North America,198.0,"Detroit, MI",3.6,"Manage the overall project timelines, ensuring that milestones are met and signed off at the various stages of the project execution;...",Market Research Analyst - Analyst Development Program,,,0,more than 30 days ago,0,8,0,low_rating
23771,Ford Motor Company,2310.0,"Detroit, MI",4.40000025,"Demonstrated experience working in a team-based project from inception to finish across multiple disciplines, e.g., hardware design and implementation, data...",Autonomous Driving Research Scientist – Real-time Path Plann...,,,0,more than 30 days ago,0,8,0,high_rating
23772,"GZA GeoEnvironmental, Inc.",0.0,"Detroit, MI",,"As an Environmental Engineer, you will work on a fast-paced team of Scientists, Engineers, Project Managers, and Principals....",Entry-Level Environmental Engineer,,,0,more than 30 days ago,1,8,0,no_rating
23773,BASF Corporation,1045.0,"Detroit, MI",4.34999975,Primary responsibility for this position is to safely conduct new product development and applications experiments under the direction of the scientists in the...,Lab Technician - Polymer Research,,,0,1-6 days ago,0,8,0,high_rating
23774,BASF,1045.0,"Detroit, MI",4.34999975,Primary responsibility for this position is to safely conduct new product development and applications experiments under the direction of the scientists in the...,Lab Technician - Polymer Research,,,0,1-6 days ago,0,8,0,high_rating
23775,Search Optics,8.0,"Detroit, MI",3.45,Manage and cultivate the Tier II relationships at an executive level to ensure client retention over the long term....,Vice President Business Development Tier II,,,0,13-18 days ago,0,8,0,low_rating
23776,BASF Corporation,1045.0,"Detroit, MI",4.34999975,"BS in Chemistry, Analytical Chemistry or related field with 5 years of relevant industry experience OR Master’s in Chemistry, Analytical Chemistry or related...","Scientist III/Sr. Scientist I, Structural Elucidation, Wyand...",,,0,19-24 days ago,0,8,0,high_rating
23777,Cengage Learning,138.0,"Detroit, MI",3.55,"3+ years’ experience working as a Functional, Data or Systems Analyst. Experience with Agile project management tools, such as JIRA....",Systems Analyst I – Research Content Systems,,,0,more than 30 days ago,0,8,0,low_rating
23785,Altair Engineering,23.0,"Detroit, MI",4.45,"Altair ProductDesign is a global, multi-disciplinary product development consultancy of more than 700 designers, engineers, scientists, and creative thinkers....",Product Engineer,yearly,100000.0,0,13-18 days ago,0,9,0,high_rating
23786,CDK Global,83.0,"Detroit, MI",3.4,"From data scientists to sales and operations experts, we’re hiring to support your growth and ours - Green light your career ....","Director of Sales, CDK Data Services",,,0,19-24 days ago,1,9,0,low_rating
23787,HARMAN International,247.0,"Detroit, MI",4.3,"Working knowledge of CNN, machine learning to interface with data scientists effectively. Architect and develop big data analytics software....",Senior Principal Software Architect,,,0,1-6 days ago,0,9,0,high_rating
23788,CDK Global,83.0,"Detroit, MI",3.4,"From data scientists to sales and operations experts, we’re hiring to support your growth and ours - Green light your career ....",Web Design Specialist I,,,0,13-18 days ago,1,9,0,low_rating
23789,Intellibee Inc,0.0,"Detroit, MI",,"Collaborate with system engineers, data scientists, front end developers and software developers to implement solutions that are aligned with and extend shared...",Back End Java Developer,,,0,more than 30 days ago,1,9,0,no_rating
23790,ASG Renaissance,6.0,"Detroit, MI",4.40000025,Lead a cross functional forum of Data Owners and Data Scientist to define and refine Data availability for all communities....,Global Data Insight & Analytics,,,0,more than 30 days ago,0,9,0,high_rating
23791,St. John Providence,15.0,"Detroit, MI",3.7,"John Providence Health System is a member of Ascension Health, the largest not-for-profit Catholic Health system in the United States....",Medical Technologist 1 / St John Hospital & Medical Center /...,,,0,13-18 days ago,1,9,0,low_rating
23792,Amec Foster Wheeler,509.0,"Detroit, MI",3.7,"Manage and analyze large environmental datasets with spreadsheets and other technical software, prepare plots and quantitative summaries and document methods...",Mid-Senior Level Engineer,,,0,25-30 days ago,0,9,0,low_rating
23797,Hello Innovation,0.0,"Detroit, MI",,"You should possess a deep understanding of the statistical and machine learning methods as well as semantic web technologies, i.e. RDF, OWL and related methods....",Data Scientist,,,0,,1,10,0,no_rating
23798,Exponent,6.0,"Detroit, MI",3.6,"Experience or capabilities in such subject areas as statistical data mining, analysis of reliability and life data, Bayesian decision analysis....",Senior Managing Scientist,,,0,more than 30 days ago,0,10,0,low_rating
23799,BASF,1045.0,"Detroit, MI",4.34999975,"BS in Chemistry, Analytical Chemistry or related field with 5 years of relevant industry experience OR Master’s in Chemistry, Analytical Chemistry or related...","Scientist III/Sr. Scientist I, Structural Elucidation, Wyand...",,,0,19-24 days ago,0,10,0,high_rating
23800,Agni Resource Inc,0.0,"Detroit, MI",,"Collaborate with system engineers, data scientists, frontend developers and software developers to implement solutions that are aligned with and extend shared...",Java Back End Developer (Only W2 ),hourly,93600.0,0,more than 30 days ago,0,10,0,no_rating
23801,St. John Providence,15.0,"Detroit, MI",3.7,"John Providence Health System is a member of Ascension Health, the largest not-for-profit Catholic Health system in the United States....",Lab Technician 1 / St John Hospital & Medical Center / PT Ev...,,,0,13-18 days ago,1,10,0,low_rating
23802,Wayne State University,298.0,"Detroit, MI",4.40000025,Experience in statistical analysis of biologic and clinical data. Work within a productive multidisciplinary environment with the ability to collaborate with...,Post-Doctoral Fellow,,,0,more than 30 days ago,1,10,0,high_rating
23803,St. John Providence,15.0,"Detroit, MI",3.7,"John Providence Health System is a member of Ascension Health, the largest not-for-profit Catholic Health system in the United States....",Medical Technologist 1/Blood Bank Anc/StJohnHospitalMedCen/P...,,,0,1-6 days ago,1,10,0,low_rating
23804,CTI And Associates Inc.,0.0,"Detroit, MI",,Compiles and organizes environmental data collected byothers and prepares basic data and scientific documents....,Staff Scientist I,,,0,more than 30 days ago,0,10,0,no_rating
23805,Par Pharmaceutical an Endo International Company,0.0,"Detroit, MI",,Project Management - Develops project plans; Works within a team to define and track project timelines and forecast project resource needs;...,"Senior Scientist, R&D",,,0,more than 30 days ago,0,10,0,no_rating
23806,"G-TECH Services, Inc.",0.0,"Detroit, MI",,"The Analytics Research and Development team within Ford¿s Global Data, Insight and Analytics (GDI&A) organization is looking for a highly skilled quantitative...",Engineer Analyst,,,0,7-12 days ago,0,10,0,no_rating
23807,Henry Ford Health System,664.0,"Detroit, MI",3.7,"Minimum of an Associate Degree in Medical Information Technology, plus Registered Health Information Technician (RHIT) certification, Nursing, other related...",Research Abstract Analyst I (Contingent) Henry Ford Health S...,,,0,more than 30 days ago,1,10,0,low_rating
23813,Experis,304.0,"Detroit, MI",3.65,They must have experience with large amounts of data stored in various relational databases as well as building profitability models and customer lifetime value...,Statistician,,,0,7-12 days ago,1,11,0,low_rating
23814,St. John Providence,15.0,"Detroit, MI",3.7,"John Providence Health System is a member of Ascension Health, the largest not-for-profit Catholic Health system in the United States....",Medical Technologist 1 / St John Macomb Township / PRN Eveni...,,,0,13-18 days ago,0,11,0,low_rating
23815,General Motors,2945.0,"Detroit, MI",4.34999975,"Mathematically minded with experience in manipulating high-volume, high-dimensionality data from varying sources to highlight patterns, anomalies, relationships...",Artificial Intelligence / Machine Learning researcher on Aut...,,,0,19-24 days ago,0,11,0,high_rating
23816,Rapid Capital Funding,2.0,"Detroit, MI",4.5,The Chief Data Scientist is responsible for applying innovative thinking and quantitative analysis techniques to build sophisticated models that use data to...,Chief Data Scientist,,,0,7-12 days ago,0,11,0,high_rating
23817,St. John Providence,15.0,"Detroit, MI",3.7,"John Providence Health System is a member of Ascension Health, the largest not-for-profit Catholic Health system in the United States....",Lab Technician 1 / St John Hospital & Medical Center / FT Ev...,,,0,13-18 days ago,1,11,0,low_rating
23818,Amec Foster Wheeler,509.0,"Detroit, MI",3.7,"Deliver processed data in organized fashion, following data management and network standards. Review of contractor submittals including equipment, Work plans...",Entry Level Engineer,,,0,more than 30 days ago,0,11,0,low_rating
23819,GARDEN CITY HOSPITAL,46.0,"Detroit, MI",3.6,"Possession of a current and valid state Clinical Laboratory. Adhere to the laboratorys procedures for the collection, processing, analysis, and reporting of...",Medical Technologist CLS 1 - 75000-66-1116,,,0,25-30 days ago,0,11,0,low_rating
23820,DTE Energy,207.0,"Detroit, MI",4.25,This position is a Department of Transportation (DOT) covered position and must pass DOT drug screen and is subject to random drug testing....,Senior Business Financial Analyst - Accounting Policy & Rese...,,,0,more than 30 days ago,1,11,0,high_rating
23821,CDK Global,83.0,"Detroit, MI",3.4,"Data mining from data warehouse, using SQL, RegEx, json, pixel logs, and other big data formats. Visualization of data using tools such as Tableau, Excel, R,...",Busn Intelligence Analyst II,,,0,19-24 days ago,1,11,0,low_rating
23822,GE Digital,12.0,"Detroit, MI",3.5,"Collaborate with system engineers, data scientists, frontend developers and softwaredevelopers to implement solutions that are aligned with and extend shared...",Back-end Developer - Java,,,0,more than 30 days ago,0,11,0,low_rating
23828,DTE Energy,207.0,"Detroit, MI",4.25,This position is a Department of Transportation (DOT) covered position and must pass DOT drug screen and is subject to random drug testing....,Principal Financial Analyst - Accounting Policy & Research,,,0,more than 30 days ago,1,12,0,high_rating
23829,"Department of Defense, TARDEC",0.0,"Detroit, MI",,Applicants selected will be subject to a security investigation and may need to meet eligibility requirements for access to classified information:....,Software Test Engineer (Ref #R0953),,,0,1-6 days ago,0,12,0,no_rating
23830,Patino Laboratories,0.0,"Detroit, MI",,TOF experience in a clinical toxicology setting:. Provides detailed customer consultation for physicians and other health care professionals in regards to drug...,Sr. Certifying Scientist/Chemist - Toxicology Laboratory,,,0,more than 30 days ago,0,12,0,no_rating
23831,Consolidated Laboratory Management Systems,2.0,"Detroit, MI",3.5,Reporting any issues with specimens to Scientists. Documenting SVT results per specimen and reporting any abnormal findings to scientists or MRO....,Entry lab position,,,0,more than 30 days ago,0,12,0,low_rating
23832,St. John Providence,15.0,"Detroit, MI",3.7,"John Providence Health System is a member of Ascension Health, the largest not-for-profit Catholic Health system in the United States....",Medical Technologist 1 (Eligible for $5000 Sign on Bonus) /...,,,0,13-18 days ago,0,12,0,low_rating
23833,St. John Providence,15.0,"Detroit, MI",3.7,"John Providence Health System is a member of Ascension Health, the largest not-for-profit Catholic Health system in the United States....",Medical Technologist 1/StJohnHospitalMedCen/Blood Bank Anc/P...,,,0,7-12 days ago,1,12,0,low_rating
23834,St. John Providence,15.0,"Detroit, MI",3.7,"John Providence Health System is a member of Ascension Health, the largest not-for-profit Catholic Health system in the United States....",Medical Technologist 1 / St John Oakland Hospital / FT Eveni...,,,0,13-18 days ago,0,12,0,low_rating
23835,SC Novi,0.0,"Detroit, MI",,"COMPENSATION Compet itive salary, bonus, car allowance Comprehensive health care benefits. Analyze like a scientist / engineer = > develop call strategy and NBO...",Territory Sales Manager - Automotive Supplier,,,0,19-24 days ago,0,12,0,no_rating
23836,Altair,11.0,"Detroit, MI",3.55,"Altair ProductDesign is a global, multi-disciplinary product development consultancy of more than 700 designers, engineers, scientists, and creative thinkers....",Infotainment Lead Engineer,,,0,7-12 days ago,0,12,0,low_rating
23837,St. John Providence,15.0,"Detroit, MI",3.7,"John Providence Health System is a member of Ascension Health, the largest not-for-profit Catholic Health system in the United States....",Medical Technologist 1 (Eligilble for $7000 Sign on Bonus) /...,,,0,13-18 days ago,1,12,0,low_rating
23842,St. John Providence,15.0,"Detroit, MI",3.7,"John Providence Health System is a member of Ascension Health, the largest not-for-profit Catholic Health system in the United States....",Medical Technologist 1 (Eligible for $7000 Sign on Bonus)/ S...,,,0,13-18 days ago,0,13,0,low_rating
23843,St. John Providence,15.0,"Detroit, MI",3.7,"John Providence Health System is a member of Ascension Health, the largest not-for-profit Catholic Health system in the United States....",Medical Technologist 1(Eligible for $7000 Sign on Bonus) / S...,,,0,13-18 days ago,0,13,0,low_rating
23844,St. John Providence,15.0,"Detroit, MI",3.7,"John Providence Health System is a member of Ascension Health, the largest not-for-profit Catholic Health system in the United States....",Lab Technician 1/General Lab Romeo Plank/St John Macomb Town...,,,0,1-6 days ago,0,13,0,low_rating
23845,St. John Providence,15.0,"Detroit, MI",3.7,"John Providence Health System is a member of Ascension Health, the largest not-for-profit Catholic Health system in the United States....",Medical Technologist 1 / St. John Hospital & Med. Cen. - 340...,,,0,13-18 days ago,1,13,0,low_rating
23850,Amazon Corporate LLC,10517.0,"Detroit, MI",3.6,"Together with a highly multi-disciplinary team of scientist, engineers, strategic partners, product managers and subject domain experts you will work on...",Data Scientist- Relocation Opportunity,,,0,,0,13,0,low_rating
23851,"Audible, Inc.",0.0,"Detroit, MI",,Do you enjoy working with Data Scientists to write software that can reshape the Audible business? You enjoy building and maintaining diverse software systems...,"Software Development Engineer, Data Science- Relocation Oppo...",,,0,,0,13,0,no_rating
23852,Comerica,395.0,"Detroit, MI",3.65,"5 years of experience managing data scientists. Senior Data Scientist. Manage preparation of data, including remediation for big data analysis....","Senior Data Scientist, Vice President, Auburn Hills, MI",,,0,,0,13,0,low_rating
23853,Amazon Corporate LLC,10517.0,"Detroit, MI",3.6,"You will work directly with machine learning scientists to scale up collaborative filtering models on retail purchases, Prime Video views, Prime Music streams,...","Software Development Engineer, Big Data- Relocation Opportun...",,,0,,0,13,0,low_rating
23854,Amazon Corporate LLC,10517.0,"Detroit, MI",3.6,"In North America alone, we process 50B requests in under 30ms and evaluate our machine learned models to recommend the best response using our deep data....","Software Development Engineer, Big Data Analytics- Relocatio...",,,0,,0,13,0,low_rating
23856,St. John Providence,15.0,"Detroit, MI",3.7,"John Providence Health System is a member of Ascension Health, the largest not-for-profit Catholic Health system in the United States....",Medical Technologist 1 (Eligible for $7000 Sign on Bonus) /...,,,0,13-18 days ago,1,14,0,low_rating
23865,Amazon Corporate LLC,10517.0,"Detroit, MI",3.6,"Together with a highly multi-disciplinary team of scientist, engineers, strategic partners, product managers and subject domain experts you will work on...",Data Scientist- Relocation Opportunity,,,1,7-12 days ago,0,14,0,low_rating
23866,"Audible, Inc.",0.0,"Detroit, MI",,Do you enjoy working with Data Scientists to write software that can reshape the Audible business? You enjoy building and maintaining diverse software systems...,"Software Development Engineer, Data Science- Relocation Oppo...",,,1,more than 30 days ago,0,14,0,no_rating
23867,Comerica,395.0,"Detroit, MI",3.65,"5 years of experience managing data scientists. Senior Data Scientist. Manage preparation of data, including remediation for big data analysis....","Senior Data Scientist, Vice President, Auburn Hills, MI",,,1,more than 30 days ago,0,14,0,low_rating
23878,Amazon Corporate LLC,10517.0,"Detroit, MI",3.6,"Together with a highly multi-disciplinary team of scientist, engineers, strategic partners, product managers and subject domain experts you will work on...",Data Scientist- Relocation Opportunity,,,1,,0,15,0,low_rating
23879,"Audible, Inc.",0.0,"Detroit, MI",,Do you enjoy working with Data Scientists to write software that can reshape the Audible business? You enjoy building and maintaining diverse software systems...,"Software Development Engineer, Data Science- Relocation Oppo...",,,1,,0,15,0,no_rating
23880,Comerica,395.0,"Detroit, MI",3.65,"5 years of experience managing data scientists. Senior Data Scientist. Manage preparation of data, including remediation for big data analysis....","Senior Data Scientist, Vice President, Auburn Hills, MI",,,1,,0,15,0,low_rating
23881,Amazon Corporate LLC,10517.0,"Detroit, MI",3.6,"You will work directly with machine learning scientists to scale up collaborative filtering models on retail purchases, Prime Video views, Prime Music streams,...","Software Development Engineer, Big Data- Relocation Opportun...",,,1,,0,15,0,low_rating
23882,Amazon Corporate LLC,10517.0,"Detroit, MI",3.6,"In North America alone, we process 50B requests in under 30ms and evaluate our machine learned models to recommend the best response using our deep data....","Software Development Engineer, Big Data Analytics- Relocatio...",,,1,,0,15,0,low_rating
23896,Amazon Corporate LLC,10517.0,"Detroit, MI",3.6,"You will work directly with machine learning scientists to scale up collaborative filtering models on retail purchases, Prime Video views, Prime Music streams,...","Software Development Engineer, Big Data- Relocation Opportun...",,,1,more than 30 days ago,0,16,0,low_rating
23921,Amazon Corporate LLC,10517.0,"Detroit, MI",3.6,"Together with a highly multi-disciplinary team of scientist, engineers, strategic partners, product managers and subject domain experts you will work on...",Data Scientist- Relocation Opportunity,,,0,7-12 days ago,0,18,0,low_rating
24012,Millennium Software & Staffing Incorporated,0.0,"Detroit, MI",,Data Scientist/ Data Analyst. Programming experience in C# or Java Experience in processing large amount of data and machine learning / data mining....,Data Scientist,,,0,more than 30 days ago,0,25,0,no_rating
24018,Predictive Science,0.0,"Detroit, MI",,This is a freelance data scientist position who will work with other senior data scientists to consult with executives and data scientists who are a part of the...,Data Scientist,,,0,more than 30 days ago,0,25,0,no_rating
24019,Amazon Corporate LLC,10517.0,"Detroit, MI",3.6,"Working with scientists and other engineers to investigate design approaches, prototype new technology, and evaluate technical feasibility....","AI Research/Software Development Engineer, Alexa Artificial...",,,0,more than 30 days ago,0,25,0,low_rating
24022,"Audible, Inc.",0.0,"Detroit, MI",,Do you enjoy working with Data Scientists to write software that can reshape the Audible business? You enjoy building and maintaining diverse software systems...,"Software Development Engineer, Data Science- Relocation Oppo...",,,0,more than 30 days ago,0,25,0,no_rating
24023,Comerica,395.0,"Detroit, MI",3.65,"5 years of experience managing data scientists. Senior Data Scientist. Manage preparation of data, including remediation for big data analysis....","Senior Data Scientist, Vice President, Auburn Hills, MI",,,0,more than 30 days ago,0,25,0,low_rating
24024,Amazon Corporate LLC,10517.0,"Detroit, MI",3.6,"You will work directly with machine learning scientists to scale up collaborative filtering models on retail purchases, Prime Video views, Prime Music streams,...","Software Development Engineer, Big Data- Relocation Opportun...",,,0,more than 30 days ago,0,25,0,low_rating
24025,Amazon Corporate LLC,10517.0,"Detroit, MI",3.6,"In North America alone, we process 50B requests in under 30ms and evaluate our machine learned models to recommend the best response using our deep data....","Software Development Engineer, Big Data Analytics- Relocatio...",,,0,7-12 days ago,0,25,0,low_rating
24069,Amazon Corporate LLC,10517.0,"Detroit, MI",3.6,"In North America alone, we process 50B requests in under 30ms and evaluate our machine learned models to recommend the best response using our deep data....","Software Development Engineer, Big Data Analytics- Relocatio...",,,1,7-12 days ago,0,28,0,low_rating
24294,Amazon Corporate LLC,10517.0,"Detroit, MI",3.6,"Improve Amazon Payment Product’s targeting capabilities/products and help business owners uncover hidden opportunities using data, analytics and machine...",Data Scientist I- Payment Products- Relocation Opportunity,,,1,,0,44,0,low_rating
26407,Predictive Science,0.0,"Minneapolis, MN",,This is a freelance data scientist position who will work with other senior data scientists to consult with executives and data scientists who are a part of the...,Data Scientist,,,0,more than 30 days ago,0,1,0,no_rating
26408,"Renaissance Learning, Inc.",14.0,"Minneapolis, MN",4.3,"Founded by parents, upheld by educators, and enriched by data scientists, Renaissance knows learning is a continual journey------from year to year, and for a...",Big Data Administrator,,,0,more than 30 days ago,1,1,0,high_rating
26409,TARGET,19289.0,"Minneapolis, MN",3.65,Data Analysis Deploy data-science and technology based algorithmic solutions to address business needs Recommend solutions to business problems based on...,Lead Data Scientist - Supply Chain Analysis and Fulfillment,,,0,more than 30 days ago,1,1,0,low_rating
26410,KORNFERRY,0.0,"Minneapolis, MN",,"The Data Scientist is responsible for data manipulation, modeling and analytics of large volumes of statistical results to extract salient findings....",Data Scientist,,,0,1-6 days ago,1,1,0,no_rating
26411,Collaboration.Ai,0.0,"Minneapolis, MN",,"Experience/understanding with common data science toolkits, such as R, Weka, NumPy, MatLab, etc - Great communication skills....",Junior Data Scientist,,,0,13-18 days ago,1,1,0,no_rating
26412,Ingersoll Rand,528.0,"Minneapolis, MN",3.65,"Ability to mentor other data scientists and engineers. Good understanding of large-scale data mining and machine learning techniques for clustering,...",Data Scientist,,,0,7-12 days ago,1,1,0,low_rating
26413,MARCOMM Inc.,12.0,"Minneapolis, MN",4.45,Deep knowledge of Seibel data and data structures in order to develop appropriate reports. Work with Finance partners to manage testing structure to ensure...,Data Scientist,,,0,19-24 days ago,1,1,0,high_rating
