,artist,track,length,genre,date_entered,date_peaked,1st_week,2nd_week,3rd_week,4th_week,5th_week,6th_week,7th_week,8th_week,9th_week,10th_week,11th_week,12th_week,13th_week,14th_week,15th_week,16th_week,17th_week,18th_week,19th_week,20th_week,21st_week,22nd_week,23rd_week,24th_week,25th_week,26th_week,27th_week,28th_week,29th_week,30th_week,31st_week,32nd_week,33rd_week,34th_week,35th_week,36th_week,37th_week,38th_week,39th_week,40th_week,41st_week,42nd_week,43rd_week,44th_week,45th_week,46th_week,47th_week,48th_week,49th_week,50th_week,51st_week,52nd_week,53rd_week,54th_week,55th_week,56th_week,57th_week,58th_week,59th_week,60th_week,61st_week,62nd_week,63rd_week,64th_week,65th_week,weeks_on_chart,best_ranking
233,"Blige, Mary J.",Give Me You,5.0,Rock,2000-04-15,2000-05-13,97.0,94.0,77.0,76.0,68.0,77.0,89.0,90.0,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,68.0
234,Red Hot Chili Peppers,Californication,5.35,Rock,2000-07-29,2000-10-14,72.0,72.0,72.0,77.0,79.0,77.0,75.0,84.0,85.0,79.0,74.0,69.0,74.0,75.0,77.0,71.0,78.0,89.0,97.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,69.0
235,Third Eye Blind,Deep Inside Of You,4.16666666667,Rock,2000-09-02,2000-10-07,80.0,73.0,70.0,70.0,70.0,69.0,72.0,79.0,90.0,97.0,95.0,93.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,69.0
236,"Brooks, Garth",Do What You Gotta Do,2.93333333333,Country,2000-02-19,2000-03-18,86.0,81.0,72.0,70.0,69.0,77.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,69.0
237,"Offspring, The",Original Prankster,3.7,Rock,2000-11-25,2000-12-09,74.0,71.0,70.0,70.0,77.0,78.0,91.0,89.0,92.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,70.0
238,"Anthony, Marc",My Baby You,3.98333333333,Latin,2000-09-16,2000-10-07,82.0,76.0,76.0,70.0,82.0,81.0,74.0,80.0,76.0,76.0,73.0,74.0,87.0,83.0,89.0,93.0,94.0,94.0,91.0,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,70.0
239,"Houston, Whitney","Same Script, Different Cast",4.75,Rock,2000-06-17,2000-07-15,71.0,71.0,71.0,71.0,70.0,75.0,77.0,88.0,91.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,70.0
240,D'Angelo,Left & Right,4.58333333333,R&B,1999-12-11,2000-01-01,93.0,77.0,75.0,70.0,91.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,70.0
241,"Kravitz, Lenny",I Belong To You,4.28333333333,Rock,2000-03-25,2000-04-08,78.0,77.0,71.0,71.0,71.0,83.0,90.0,90.0,93.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,71.0
242,"Loveless, Patty",That's The Kind Of Mood I'm In,3.45,Country,2000-09-16,2000-11-18,98.0,93.0,93.0,93.0,88.0,88.0,82.0,81.0,73.0,71.0,71.0,72.0,85.0,91.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,71.0
243,Q-Tip,Breathe And Stop,4.1,Rock,2000-01-22,2000-01-22,71.0,71.0,81.0,82.0,96.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,71.0
244,"Rimes, LeAnn",Can't Fight The Moonlight,3.55,Country,2000-09-09,2000-09-16,82.0,71.0,79.0,83.0,96.0,99.0,78.0,78.0,83.0,79.0,77.0,76.0,79.0,81.0,88.0,85.0,86.0,79.0,87.0,93.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,71.0
245,Lil Wayne,Tha Block Is Hot,4.21666666667,Rap,1999-12-04,2000-01-08,99.0,89.0,92.0,84.0,84.0,72.0,81.0,81.0,86.0,87.0,95.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,72.0
246,2 Pac,Baby Don't Cry (Keep Ya Head Up II),4.36666666667,Rap,2000-02-26,2000-03-11,87.0,82.0,72.0,77.0,87.0,94.0,99.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,72.0
247,"Wallflowers, The",Sleepwalker,3.48333333333,Rock,2000-10-28,2000-10-28,73.0,73.0,74.0,80.0,90.0,96.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,73.0
248,Drama,"Left, Right, Left",3.61666666667,Rap,2000-02-12,2000-03-18,100.0,98.0,89.0,80.0,75.0,73.0,80.0,86.0,91.0,96.0,100.0,98.0,96.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,73.0
249,Limp Bizkit,N 2 Gether Now,3.91666666667,Rock,1999-12-04,2000-01-08,94.0,88.0,85.0,78.0,78.0,73.0,84.0,86.0,90.0,97.0,96.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,73.0
250,Lox,"Ryde or Die, Chick",3.93333333333,Rap,2000-03-18,2000-03-25,86.0,73.0,80.0,84.0,91.0,97.0,97.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,73.0
251,Ying Yang Twins,Whistle While You Twurk,4.31666666667,Rap,2000-03-18,2000-04-29,95.0,94.0,91.0,85.0,84.0,78.0,74.0,78.0,85.0,89.0,97.0,96.0,99.0,99.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,74.0
252,"Walker, Clay","Live, Laugh, Love",4.1,Country,1999-12-04,2000-01-22,95.0,95.0,94.0,94.0,94.0,95.0,82.0,74.0,79.0,92.0,98.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,74.0
253,Metallica,No Leaf Clover (Live),5.71666666667,Rock,2000-02-12,2000-03-11,86.0,81.0,78.0,76.0,74.0,80.0,86.0,93.0,95.0,95.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,74.0
254,Yankee Grey,Another Nine Minutes,3.16666666667,Country,2000-04-29,2000-05-20,86.0,83.0,77.0,74.0,83.0,79.0,88.0,95.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,74.0
255,"Bega, Lou",Tricky Tricky ,3.38333333333,Rock,2000-01-29,2000-02-05,75.0,74.0,87.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,74.0
256,Big Punisher,It's So Hard,3.41666666667,Rap,2000-04-22,2000-05-06,96.0,87.0,75.0,79.0,81.0,81.0,76.0,76.0,78.0,84.0,90.0,88.0,94.0,98.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,75.0
257,"Worley, Darryl",When You Need My Love,3.58333333333,Country,2000-06-17,2000-09-02,98.0,88.0,93.0,92.0,85.0,85.0,84.0,80.0,80.0,80.0,80.0,75.0,78.0,86.0,99.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,75.0
258,Lil' Kim,How Many Licks?,3.83333333333,Rap,2000-11-25,2000-12-02,79.0,75.0,77.0,86.0,86.0,89.0,,,96.0,96.0,96.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,75.0
259,"Clark, Terri",A Little Gasoline,3.11666666667,Country,2000-12-16,2000-12-16,75.0,82.0,88.0,96.0,99.0,99.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,75.0
260,"Brock, Chad",A Country Boy Can Survive,3.9,Country,2000-01-01,2000-01-08,93.0,75.0,92.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,75.0
261,"Cagle, Chris",My Love Goes On And On,3.03333333333,Country,2000-10-21,2000-12-02,99.0,94.0,94.0,87.0,84.0,83.0,76.0,76.0,79.0,83.0,91.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,76.0
262,"Byrd, Tracy",Put Your Hand In Mine,4.5,Country,2000-01-29,2000-02-12,81.0,77.0,76.0,76.0,86.0,88.0,92.0,99.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,76.0
263,Metallica,I Disappear,4.43333333333,Rock,2000-05-13,2000-06-17,86.0,84.0,88.0,81.0,81.0,76.0,81.0,81.0,78.0,84.0,83.0,82.0,87.0,88.0,91.0,94.0,98.0,95.0,89.0,95.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,76.0
264,Jay-Z,Hey Papi,3.66666666667,Rap,2000-08-12,2000-10-07,98.0,100.0,98.0,94.0,83.0,83.0,80.0,78.0,76.0,77.0,85.0,91.0,93.0,88.0,94.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,76.0
265,Fatboy Slim,The Rockafeller Skank,4.0,Electronica,1999-11-13,2000-01-22,94.0,94.0,94.0,87.0,77.0,77.0,83.0,82.0,82.0,92.0,76.0,95.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,76.0
266,"Levert, Gerald",Mr. Too Damn Good,4.1,R&B,2000-03-18,2000-04-08,84.0,83.0,83.0,76.0,86.0,86.0,88.0,97.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,76.0
267,"McKnight, Brian",Stay Or Let It Go,4.53333333333,Rock,2000-02-26,2000-03-25,95.0,92.0,82.0,78.0,76.0,88.0,100.0,93.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,76.0
268,"Allan, Gary",Smoke Rings In The Dark,4.3,Country,2000-01-22,2000-02-05,80.0,78.0,76.0,77.0,92.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,76.0
269,Ginuwine,The Best Man I Can Be,4.1,Rock,2000-01-08,2000-03-04,97.0,97.0,83.0,94.0,84.0,88.0,85.0,82.0,77.0,77.0,85.0,89.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,77.0
270,Before Dark,Monica,4.06666666667,Rock,2000-05-20,2000-06-17,95.0,87.0,80.0,80.0,77.0,87.0,91.0,91.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,77.0
271,"Estefan, Gloria",No Me Dejes De Querer,3.41666666667,Rock,2000-06-10,2000-06-10,77.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,77.0
272,Stone Temple Pilots,Sour Girl,4.26666666667,Rock,2000-07-08,2000-07-29,79.0,79.0,79.0,78.0,78.0,87.0,89.0,88.0,95.0,93.0,91.0,94.0,98.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,78.0
273,Montgomery Gentry,Daddy Won't Sell The Farm,4.3,Country,2000-03-04,2000-03-25,87.0,83.0,81.0,79.0,81.0,96.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,79.0
274,"Cyrus, Billy Ray",You Won't Be Lonely Now,3.75,Country,2000-09-23,2000-11-11,97.0,97.0,97.0,92.0,91.0,88.0,85.0,80.0,82.0,80.0,80.0,89.0,95.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,80.0
275,Clark Family Experience,Meanwhile Back At The Ranch,2.93333333333,Country,2000-11-18,2000-12-16,87.0,86.0,81.0,92.0,80.0,80.0,82.0,84.0,82.0,81.0,85.0,91.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,80.0
276,"Thomas, Carl",Summer Rain,4.95,Rock,2000-09-23,2000-10-14,82.0,82.0,86.0,80.0,82.0,83.0,84.0,82.0,88.0,94.0,95.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,80.0
277,"Yearwood, Trisha",Real Live Woman,3.91666666667,Country,2000-04-01,2000-04-29,85.0,83.0,83.0,82.0,81.0,91.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,81.0
278,Trick Daddy,Shut Up,4.28333333333,Rap,2000-05-20,2000-06-17,99.0,95.0,87.0,87.0,83.0,83.0,89.0,87.0,92.0,92.0,97.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,83.0
279,"Moore, Chante",Straight Up,3.66666666667,Rock,2000-10-28,2000-12-02,98.0,98.0,97.0,90.0,85.0,83.0,83.0,97.0,98.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,83.0
280,Cam'ron,What Means The World To You,4.63333333333,Rap,2000-10-14,2000-11-18,94.0,94.0,96.0,91.0,84.0,83.0,88.0,87.0,95.0,92.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,83.0
281,Juvenile,U Understand,3.85,Rap,2000-02-05,2000-02-12,85.0,83.0,100.0,98.0,97.0,96.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,83.0
282,"Hollister, Dave",Can't Stay,6.28333333333,Rock,2000-03-25,2000-03-25,84.0,84.0,93.0,98.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,84.0
283,Tamia,Can't Go For That,3.63333333333,Rock,2000-09-16,2000-09-30,90.0,86.0,84.0,88.0,97.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,84.0
284,LFO,West Side Story,3.45,Rock,2000-08-05,2000-08-12,96.0,84.0,88.0,96.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,84.0
285,"Paisley, Brad",Me Neither,3.31666666667,Country,2000-05-13,2000-05-20,87.0,85.0,90.0,92.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,85.0
286,"Carter, Torrey",Take That,3.71666666667,Rock,2000-06-24,2000-07-08,94.0,88.0,86.0,91.0,89.0,87.0,99.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,86.0
287,2Ge+her,The Hardest Part Of Breaking Up (Is Getting Back Your Stuff),3.25,R&B,2000-09-02,2000-09-09,91.0,87.0,92.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,87.0
288,Madison Avenue,Don't Call Me Baby,3.73333333333,Electronica,2000-07-08,2000-09-16,98.0,96.0,93.0,93.0,93.0,92.0,92.0,92.0,90.0,92.0,88.0,88.0,88.0,95.0,93.0,98.0,93.0,92.0,90.0,97.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,88.0
289,Eve,Got It All,3.8,Rap,2000-07-15,2000-07-22,89.0,88.0,88.0,91.0,95.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,88.0
290,Limp Bizkit,Re-Arranged,4.13333333333,Rock,1999-12-04,2000-02-05,91.0,91.0,90.0,95.0,95.0,99.0,96.0,96.0,92.0,88.0,89.0,93.0,91.0,91.0,89.0,90.0,93.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,88.0
291,"Spencer, Tracie",Still In My Heart,4.18333333333,Rock,2000-03-04,2000-03-11,95.0,88.0,98.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,88.0
292,Nu Flavor,3 Little Words,3.9,R&B,2000-06-03,2000-06-17,97.0,97.0,89.0,89.0,94.0,90.0,99.0,97.0,98.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,89.0
293,Tamar,If You Don't Wanna Love Me,4.03333333333,Rock,2000-03-25,2000-04-15,98.0,98.0,92.0,89.0,92.0,93.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,89.0
294,"Levert, Gerald",Baby U Are,4.16666666667,R&B,2000-08-19,2000-08-26,96.0,89.0,92.0,96.0,96.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,89.0
295,"Hart, Beth",L.A. Song,3.78333333333,Country,1999-11-27,2000-01-15,99.0,100.0,98.0,99.0,99.0,99.0,98.0,90.0,99.0,97.0,91.0,97.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,90.0
296,"Diffie, Joe",The Quittin' Kind,3.38333333333,Country,2000-01-01,2000-01-22,98.0,100.0,100.0,90.0,93.0,94.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,90.0
297,Funkmaster Flex,Do You,4.23333333333,Rap,2000-11-11,2000-12-02,92.0,92.0,95.0,91.0,91.0,94.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,91.0
298,"Price, Kelly",Love Sets You Free,3.76666666667,Rock,2000-05-13,2000-05-20,92.0,91.0,98.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,91.0
299,En Vogue,Riddle,5.16666666667,Rock,2000-06-17,2000-06-17,92.0,92.0,97.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,92.0
300,"Herndon, Ty",No Mercy,4.71666666667,Country,2000-03-18,2000-05-06,100.0,99.0,99.0,,,98.0,94.0,92.0,95.0,96.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,92.0
301,Anastacia,I'm Outta Love,4.01666666667,Pop,2000-04-01,2000-04-01,92.0,,,95.0,,,,,,,,97.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,92.0
302,Trina,Pull Over,2.96666666667,Rap,2000-09-09,2000-09-16,97.0,93.0,96.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,93.0
303,Lil' Mo,Ta Da,4.28333333333,Rap,2000-08-12,2000-09-16,100.0,99.0,97.0,97.0,100.0,95.0,99.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,95.0
304,A*Teens,Dancing Queen,3.73333333333,Pop,2000-07-08,2000-07-29,97.0,97.0,96.0,95.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,95.0
305,"Sheist, Shade",Where I Wanna Be,4.26666666667,Rap,2000-11-11,2000-11-18,96.0,95.0,99.0,99.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,95.0
306,De La Soul,All Good?,5.03333333333,Rap,2000-12-23,2000-12-23,96.0,96.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,96.0
307,"Larrieux, Amel",Get Up,4.03333333333,R&B,2000-03-04,2000-03-11,100.0,97.0,97.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,97.0
308,"Braxton, Toni",Spanish Guitar,4.4,Rock,2000-12-02,2000-12-02,98.0,98.0,98.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,98.0
309,Tuesday,I Know,4.1,Rock,2000-12-30,2000-12-30,98.0,98.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,98.0
310,LL Cool J,Imagine That,4.0,Rap,2000-08-12,2000-08-19,99.0,98.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,98.0
311,Master P,Souljas,3.55,Rap,2000-11-18,2000-11-18,98.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,98.0
312,Ghostface Killah,Cherchez LaGhost,3.06666666667,R&B,2000-08-05,2000-08-05,98.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,98.0
313,"Smith, Will",Freakin' It,3.96666666667,Rap,2000-02-12,2000-02-12,99.0,99.0,99.0,99.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,99.0
314,Zombie Nation,Kernkraft 400,3.5,Rock,2000-09-02,2000-09-02,99.0,99.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,99.0
315,"Eastsidaz, The",Got Beef,3.96666666667,Rap,2000-07-01,2000-07-01,99.0,99.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,99.0
316,Fragma,Toca's Miracle,3.36666666667,R&B,2000-10-28,2000-10-28,99.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,99.0
