,artist,track,length,genre,date_entered,date_peaked,weeks_on_chart,best_ranking,weeks_to_peak,Week,Ranking
15037,"Vassar, Phil",Just Another Day In Paradise,3.9,Country,2000-09-30,2000-12-02,20,35.0,9.0,48th_week,
15038,Ice Cube,You Can Do It,4.33333333333,Rap,1999-12-04,2000-01-15,12,35.0,6.0,48th_week,
15039,"Wills, Mark",Back At One,4.0,Country,2000-01-15,2000-02-26,18,36.0,6.0,48th_week,
15040,Lucy Pearl,Dance Tonight,3.75,R&B,2000-05-20,2000-07-29,19,36.0,10.0,48th_week,
15041,"Jackson, Alan",It Must Be Love,2.88333333333,Country,2000-06-24,2000-09-02,20,37.0,10.0,48th_week,
15042,"Griggs, Andy",She's More,3.31666666667,Country,2000-03-11,2000-06-10,20,37.0,13.0,48th_week,
15043,No Doubt,Simple Kind Of Life,4.18333333333,Rock,2000-07-01,2000-07-22,13,38.0,3.0,48th_week,
15044,"Jean, Wyclef",911,4.0,Rap,2000-10-07,2000-11-25,19,38.0,7.0,48th_week,
15045,Rascal Flatts,Prayin' For Daylight,3.6,Country,2000-05-06,2000-08-12,20,38.0,14.0,48th_week,
15046,Vitamin C,Graduation (Friends Forever),4.38333333333,Rock,2000-04-15,2000-06-10,12,38.0,8.0,48th_week,
15047,"Gilman, Billy",One Voice,4.11666666667,Country,2000-06-17,2000-09-02,19,38.0,11.0,48th_week,
15048,Lonestar,Smile,3.55,Country,1999-12-18,2000-02-12,20,39.0,8.0,48th_week,
15049,"Rogers, Kenny",Buy Me A Rose,3.76666666667,Country,2000-03-11,2000-05-06,20,40.0,8.0,48th_week,
15050,"Lawrence, Tracy",Lessons Learned,2.91666666667,Country,2000-01-29,2000-04-08,20,40.0,10.0,48th_week,
15051,"Strait, George",Go On,3.8,Country,2000-08-26,2000-10-28,20,40.0,9.0,48th_week,
15052,Sisqo,Got To Get It,3.86666666667,Rock,1999-11-20,2000-01-22,20,40.0,9.0,48th_week,
15053,Baha Men,Who Let The Dogs Out,3.28333333333,R&B,2000-07-22,2000-10-21,20,40.0,13.0,48th_week,
15054,"Walker, Clay",The Chain Of Love,5.05,Country,2000-04-15,2000-06-10,20,40.0,8.0,48th_week,
15055,"McBride, Martina",Love's The Only House,5.21666666667,Country,2000-02-05,2000-04-15,20,42.0,10.0,48th_week,
15056,Amber,Sexual (Li Da Di),4.63333333333,Rock,1999-07-17,2000-02-12,29,42.0,30.0,48th_week,
15057,"Tippin, Aaron",Kiss This,2.88333333333,Country,2000-08-26,2000-10-21,20,42.0,8.0,48th_week,
15058,SheDaisy,I Will.. But,3.66666666667,Country,2000-07-15,2000-09-16,20,43.0,9.0,48th_week,
15059,"Raye, Collin",Couldn't Last A Moment,3.66666666667,Country,2000-03-18,2000-06-24,20,43.0,14.0,48th_week,
15060,Black Rob,Whoa!,4.06666666667,Rap,2000-03-04,2000-04-15,17,43.0,6.0,48th_week,
15061,"Jackson, Alan",Pop A Top,3.06666666667,Country,1999-11-13,2000-01-22,17,43.0,10.0,48th_week,
15062,"Black, Clint",Been There,5.46666666667,Country,2000-02-19,2000-04-15,20,44.0,8.0,48th_week,
15063,Common,The Light,3.91666666667,Rap,2000-08-05,2000-09-09,19,44.0,5.0,48th_week,
15064,"Vassar, Phil",Carlene,4.11666666667,Country,2000-03-04,2000-04-22,19,45.0,7.0,48th_week,
15065,"Jackson, Alan",www.memory,2.6,Country,2000-11-04,2000-12-23,15,45.0,7.0,48th_week,
15066,Vitamin C,The Itch,3.5,Rock,2000-12-02,2000-12-16,9,45.0,2.0,48th_week,
15067,"Eastsidaz, The",G'D Up,4.45,Rap,2000-01-08,2000-02-12,14,47.0,5.0,48th_week,
15068,Ideal,Whatever,3.8,R&B,2000-06-10,2000-08-19,18,47.0,10.0,48th_week,
15069,"Thomas, Carl",Emotional,4.51666666667,Rock,2000-11-25,2000-12-30,20,47.0,5.0,48th_week,
15070,Ginuwine,None Of Ur Friends Business,4.2,Rock,1999-12-11,2000-01-22,15,48.0,6.0,48th_week,
15071,"Davidson, Clay",Unconditional,3.93333333333,Country,2000-03-25,2000-06-17,20,49.0,12.0,48th_week,
15072,DMX,What You Want,4.08333333333,Rap,2000-07-01,2000-09-23,20,49.0,12.0,48th_week,
15073,"John, Elton",Someday Out Of The Blue,4.68333333333,Rock,2000-04-22,2000-05-06,15,49.0,2.0,48th_week,
15074,Pearl Jam,Nothing As It Seems,5.33333333333,Rock,2000-05-13,2000-05-13,6,49.0,0.0,48th_week,
15075,Mya,The Best Of Me,4.2,Rock,2000-04-15,2000-05-20,17,50.0,5.0,48th_week,
15076,"Heatherly, Eric",Flowers On The Wall,3.26666666667,Country,2000-04-29,2000-08-12,20,50.0,15.0,48th_week,
15077,Eminem,Stan,5.43333333333,Rap,2000-11-04,2000-12-02,15,51.0,4.0,48th_week,
15078,"McEntire, Reba",I'll Be,4.38333333333,Country,2000-05-13,2000-07-29,20,51.0,11.0,48th_week,
15079,"Lopez, Jennifer",Feelin' Good,4.46666666667,Latin,2000-02-19,2000-04-08,17,51.0,7.0,48th_week,
15080,"Urban, Keith",Your Everything,4.16666666667,Country,2000-07-15,2000-09-16,16,51.0,9.0,48th_week,
15081,TLC,Dear Lie,4.6,Rock,2000-02-12,2000-03-04,7,51.0,3.0,48th_week,
15082,"Gill, Vince",Feels Like Love,4.21666666667,Country,2000-09-02,2000-11-18,20,52.0,11.0,48th_week,
15083,"Houston, Whitney",Could I Have This Kiss Forever,3.9,Rock,2000-06-17,2000-08-05,19,52.0,7.0,48th_week,
15084,Bloodhound Gang,The Bad Touch,4.33333333333,R&B,2000-03-18,2000-04-15,12,52.0,4.0,48th_week,
15085,"Williams, Robbie",Angels,3.93333333333,Rock,1999-11-20,2000-01-22,19,53.0,9.0,48th_week,
15086,"Messina, Jo Dee",Because You Love Me,3.83333333333,Country,2000-01-29,2000-03-11,13,53.0,6.0,48th_week,
15087,"Keith, Toby",Country Comes To Town,3.65,Country,2000-08-05,2000-10-14,15,54.0,10.0,48th_week,
15088,Beenie Man,Girls Dem Sugar,4.28333333333,Reggae,2000-10-21,2000-12-02,15,54.0,6.0,48th_week,
15089,"Hill, Faith",Let's Make Love,4.18333333333,Rap,2000-08-12,2000-10-21,14,54.0,10.0,48th_week,
15090,Kelis,Caught Out There,4.15,R&B,1999-12-04,2000-01-08,12,54.0,5.0,48th_week,
15091,Jay-Z,Anything,3.68333333333,Rap,2000-02-26,2000-03-11,8,55.0,2.0,48th_week,
15092,3 Doors Down,Loser,4.4,Rock,2000-10-21,2000-12-02,20,55.0,6.0,48th_week,
15093,Brooks & Dunn,You'll Always Be Loved By Me,2.96666666667,Country,2000-06-10,2000-09-09,19,55.0,13.0,48th_week,
15094,"Chesney, Kenny",What I Need To Do,4.08333333333,Country,2000-04-01,2000-06-10,17,56.0,10.0,48th_week,
15095,"Stone, Angie",No More Rain (In This Cloud),4.7,R&B,1999-12-25,2000-01-22,17,56.0,4.0,48th_week,
15096,Da Brat,That's What I'm Looking For,3.73333333333,Rap,2000-02-26,2000-04-15,18,56.0,7.0,48th_week,
15097,SheDaisy,This Woman Needs,3.33333333333,Country,2000-02-05,2000-03-04,9,57.0,4.0,48th_week,
15098,Papa Roach,Last Resort,3.31666666667,Rock,2000-07-29,2000-12-02,20,57.0,18.0,48th_week,
15099,"Adams, Yolanda",Open My Heart,5.5,Gospel,2000-08-26,2000-10-21,20,57.0,8.0,48th_week,
15100,Shyne,Bad Boyz,4.36666666667,Rap,2000-09-09,2000-10-28,15,57.0,7.0,48th_week,
15101,R.E.M.,The Great Beyond,4.16666666667,Rock,1999-12-25,2000-01-29,14,57.0,5.0,48th_week,
15102,"Diffie, Joe",It's Always Somethin',2.91666666667,Country,2000-08-12,2000-09-16,14,57.0,5.0,48th_week,
15103,"McGraw, Tim",Some Things Never Change,3.93333333333,Country,2000-05-13,2000-07-01,14,58.0,7.0,48th_week,
15104,"Henley, Don",Taking You Home,4.13333333333,Rock,2000-06-24,2000-08-05,20,58.0,6.0,48th_week,
15105,Eminem,The Way I Am,4.66666666667,Rap,2000-08-26,2000-09-30,10,58.0,5.0,48th_week,
15106,Nas,You Owe Me,3.85,R&B,2000-03-25,2000-04-15,16,59.0,3.0,48th_week,
15107,Sister Hazel,Change Your Mind,4.03333333333,Rock,2000-07-15,2000-08-05,20,59.0,3.0,48th_week,
15108,Puff Daddy,Best Friend,5.55,Rap,2000-02-12,2000-02-19,5,59.0,1.0,48th_week,
15109,"McBride, Martina",There You Are,3.43333333333,Country,2000-09-09,2000-10-21,13,60.0,6.0,48th_week,
15110,Usher,Pop Ya Collar,3.6,Rock,2000-11-04,2000-11-18,7,60.0,2.0,48th_week,
15111,Lil' Kim,No Matter What They Say,4.2,Rap,2000-07-15,2000-08-05,10,60.0,3.0,48th_week,
15112,LFO,I Don't Wanna Kiss You Goodnight,5.0,Rock,2000-04-15,2000-04-22,5,61.0,1.0,48th_week,
15113,SheDaisy,Deck The Halls,3.76666666667,Country,1999-12-25,2000-01-01,2,61.0,1.0,48th_week,
15114,Splender,I Think God Can Explain,3.91666666667,R&B,2000-06-10,2000-06-24,12,62.0,2.0,48th_week,
15115,"Simpson, Jessica",Where You Are,3.85,Rock,2000-04-01,2000-04-15,6,62.0,2.0,48th_week,
15116,M2M,Mirror Mirror,3.31666666667,Pop,2000-04-01,2000-05-27,18,62.0,8.0,48th_week,
15117,Kumbia Kings,U Don't Love Me,3.83333333333,R&B,2000-03-04,2000-03-18,10,62.0,2.0,48th_week,
15118,Joe,Treat Her Like A Lady,4.2,Rock,2000-08-05,2000-08-19,17,63.0,2.0,48th_week,
15119,"Blige, Mary J.",Deep Inside,5.43333333333,Rock,1999-11-13,2000-01-22,15,63.0,10.0,48th_week,
15120,"Price, Kelly",You Should've Told Me,3.2,Rock,2000-09-23,2000-12-02,20,64.0,10.0,48th_week,
15121,Changing Faces,That Other Woman,4.0,Rock,2000-09-30,2000-10-28,11,64.0,4.0,48th_week,
15122,"Wright, Chely",It Was,3.85,R&B,2000-03-04,2000-04-15,10,64.0,6.0,48th_week,
15123,Limp Bizkit,Rollin',4.06666666667,Rock,2000-11-11,2000-12-09,17,65.0,4.0,48th_week,
15124,Hot Boys,I Need A Hot Girl,4.26666666667,Rap,2000-02-19,2000-03-11,13,65.0,3.0,48th_week,
15125,Jay-Z,Do It Again (Put Ya Hands Up),3.78333333333,Rap,2000-01-15,2000-01-29,9,65.0,2.0,48th_week,
15126,"Adkins, Trace",More,3.08333333333,Country,2000-04-29,2000-06-17,11,65.0,7.0,48th_week,
15127,"Dixie Chicks, The",Cold Day In July,5.2,Country,2000-06-24,2000-08-05,10,65.0,6.0,48th_week,
15128,"Price, Kelly",As We Lay,6.33333333333,Rock,2000-07-15,2000-08-05,8,64.0,3.0,48th_week,
15129,DMX,What's My Name,3.83333333333,Rap,2000-01-15,2000-02-12,11,67.0,4.0,48th_week,
15130,"Martin, Ricky",Private Emotion,4.03333333333,Latin,2000-03-11,2000-03-18,5,67.0,1.0,48th_week,
15131,Nine Days,If I Am,4.3,Rock,2000-12-02,2000-12-02,5,68.0,0.0,48th_week,
15132,"Blige, Mary J.",Give Me You,5.0,Rock,2000-04-15,2000-05-13,9,68.0,4.0,48th_week,
15133,Red Hot Chili Peppers,Californication,5.35,Rock,2000-07-29,2000-10-14,19,69.0,11.0,48th_week,
15134,Third Eye Blind,Deep Inside Of You,4.16666666667,Rock,2000-09-02,2000-10-07,12,69.0,5.0,48th_week,
15135,"Brooks, Garth",Do What You Gotta Do,2.93333333333,Country,2000-02-19,2000-03-18,6,69.0,4.0,48th_week,
15136,"Offspring, The",Original Prankster,3.7,Rock,2000-11-25,2000-12-09,9,70.0,2.0,48th_week,
15137,"Anthony, Marc",My Baby You,3.98333333333,Latin,2000-09-16,2000-10-07,20,70.0,3.0,48th_week,
15138,"Houston, Whitney","Same Script, Different Cast",4.75,Rock,2000-06-17,2000-07-15,9,70.0,4.0,48th_week,
15139,D'Angelo,Left & Right,4.58333333333,R&B,1999-12-11,2000-01-01,5,70.0,3.0,48th_week,
15140,"Kravitz, Lenny",I Belong To You,4.28333333333,Rock,2000-03-25,2000-04-08,9,71.0,2.0,48th_week,
15141,"Loveless, Patty",That's The Kind Of Mood I'm In,3.45,Country,2000-09-16,2000-11-18,14,71.0,9.0,48th_week,
15142,Q-Tip,Breathe And Stop,4.1,Rock,2000-01-22,2000-01-22,5,71.0,0.0,48th_week,
15143,"Rimes, LeAnn",Can't Fight The Moonlight,3.55,Country,2000-09-09,2000-09-16,20,71.0,1.0,48th_week,
15144,Lil Wayne,Tha Block Is Hot,4.21666666667,Rap,1999-12-04,2000-01-08,11,72.0,5.0,48th_week,
15145,2 Pac,Baby Don't Cry (Keep Ya Head Up II),4.36666666667,Rap,2000-02-26,2000-03-11,7,72.0,2.0,48th_week,
15146,"Wallflowers, The",Sleepwalker,3.48333333333,Rock,2000-10-28,2000-10-28,6,73.0,0.0,48th_week,
15147,Drama,"Left, Right, Left",3.61666666667,Rap,2000-02-12,2000-03-18,13,73.0,5.0,48th_week,
15148,Limp Bizkit,N 2 Gether Now,3.91666666667,Rock,1999-12-04,2000-01-08,11,73.0,5.0,48th_week,
15149,Lox,"Ryde or Die, Chick",3.93333333333,Rap,2000-03-18,2000-03-25,7,73.0,1.0,48th_week,
15150,Ying Yang Twins,Whistle While You Twurk,4.31666666667,Rap,2000-03-18,2000-04-29,14,74.0,6.0,48th_week,
15151,"Walker, Clay","Live, Laugh, Love",4.1,Country,1999-12-04,2000-01-22,11,74.0,7.0,48th_week,
15152,Metallica,No Leaf Clover (Live),5.71666666667,Rock,2000-02-12,2000-03-11,10,74.0,4.0,48th_week,
15153,Yankee Grey,Another Nine Minutes,3.16666666667,Country,2000-04-29,2000-05-20,8,74.0,3.0,48th_week,
15154,"Bega, Lou",Tricky Tricky ,3.38333333333,Rock,2000-01-29,2000-02-05,3,74.0,1.0,48th_week,
15155,Big Punisher,It's So Hard,3.41666666667,Rap,2000-04-22,2000-05-06,15,75.0,2.0,48th_week,
15156,"Worley, Darryl",When You Need My Love,3.58333333333,Country,2000-06-17,2000-09-02,15,75.0,11.0,48th_week,
15157,Lil' Kim,How Many Licks?,3.83333333333,Rap,2000-11-25,2000-12-02,9,75.0,1.0,48th_week,
15158,"Clark, Terri",A Little Gasoline,3.11666666667,Country,2000-12-16,2000-12-16,6,75.0,0.0,48th_week,
15159,"Brock, Chad",A Country Boy Can Survive,3.9,Country,2000-01-01,2000-01-08,3,75.0,1.0,48th_week,
15160,"Cagle, Chris",My Love Goes On And On,3.03333333333,Country,2000-10-21,2000-12-02,11,76.0,6.0,48th_week,
15161,"Byrd, Tracy",Put Your Hand In Mine,4.5,Country,2000-01-29,2000-02-12,8,76.0,2.0,48th_week,
15162,Metallica,I Disappear,4.43333333333,Rock,2000-05-13,2000-06-17,20,76.0,5.0,48th_week,
15163,Jay-Z,Hey Papi,3.66666666667,Rap,2000-08-12,2000-10-07,15,76.0,8.0,48th_week,
15164,Fatboy Slim,The Rockafeller Skank,4.0,Electronica,1999-11-13,2000-01-22,12,76.0,10.0,48th_week,
15165,"Levert, Gerald",Mr. Too Damn Good,4.1,R&B,2000-03-18,2000-04-08,8,76.0,3.0,48th_week,
15166,"McKnight, Brian",Stay Or Let It Go,4.53333333333,Rock,2000-02-26,2000-03-25,8,76.0,4.0,48th_week,
15167,"Allan, Gary",Smoke Rings In The Dark,4.3,Country,2000-01-22,2000-02-05,5,76.0,2.0,48th_week,
15168,Ginuwine,The Best Man I Can Be,4.1,Rock,2000-01-08,2000-03-04,12,77.0,8.0,48th_week,
15169,Before Dark,Monica,4.06666666667,Rock,2000-05-20,2000-06-17,9,77.0,4.0,48th_week,
15170,"Estefan, Gloria",No Me Dejes De Querer,3.41666666667,Rock,2000-06-10,2000-06-10,1,77.0,0.0,48th_week,
15171,Stone Temple Pilots,Sour Girl,4.26666666667,Rock,2000-07-08,2000-07-29,13,78.0,3.0,48th_week,
15172,Montgomery Gentry,Daddy Won't Sell The Farm,4.3,Country,2000-03-04,2000-03-25,6,79.0,3.0,48th_week,
15173,"Cyrus, Billy Ray",You Won't Be Lonely Now,3.75,Country,2000-09-23,2000-11-11,13,80.0,7.0,48th_week,
15174,Clark Family Experience,Meanwhile Back At The Ranch,2.93333333333,Country,2000-11-18,2000-12-16,12,80.0,4.0,48th_week,
15175,"Thomas, Carl",Summer Rain,4.95,Rock,2000-09-23,2000-10-14,11,80.0,3.0,48th_week,
15176,"Yearwood, Trisha",Real Live Woman,3.91666666667,Country,2000-04-01,2000-04-29,6,81.0,4.0,48th_week,
15177,Trick Daddy,Shut Up,4.28333333333,Rap,2000-05-20,2000-06-17,11,83.0,4.0,48th_week,
15178,"Moore, Chante",Straight Up,3.66666666667,Rock,2000-10-28,2000-12-02,9,83.0,5.0,48th_week,
15179,Cam'ron,What Means The World To You,4.63333333333,Rap,2000-10-14,2000-11-18,10,83.0,5.0,48th_week,
15180,Juvenile,U Understand,3.85,Rap,2000-02-05,2000-02-12,6,83.0,1.0,48th_week,
15181,"Hollister, Dave",Can't Stay,6.28333333333,Rock,2000-03-25,2000-03-25,4,84.0,0.0,48th_week,
15182,Tamia,Can't Go For That,3.63333333333,Rock,2000-09-16,2000-09-30,5,84.0,2.0,48th_week,
15183,LFO,West Side Story,3.45,Rock,2000-08-05,2000-08-12,4,84.0,1.0,48th_week,
15184,"Paisley, Brad",Me Neither,3.31666666667,Country,2000-05-13,2000-05-20,4,85.0,1.0,48th_week,
15185,"Carter, Torrey",Take That,3.71666666667,Rock,2000-06-24,2000-07-08,7,86.0,2.0,48th_week,
15186,2Ge+her,The Hardest Part Of Breaking Up (Is Getting Back Your Stuff),3.25,R&B,2000-09-02,2000-09-09,3,87.0,1.0,48th_week,
15187,Madison Avenue,Don't Call Me Baby,3.73333333333,Electronica,2000-07-08,2000-09-16,20,88.0,10.0,48th_week,
15188,Eve,Got It All,3.8,Rap,2000-07-15,2000-07-22,5,88.0,1.0,48th_week,
15189,Limp Bizkit,Re-Arranged,4.13333333333,Rock,1999-12-04,2000-02-05,18,88.0,9.0,48th_week,
15190,"Spencer, Tracie",Still In My Heart,4.18333333333,Rock,2000-03-04,2000-03-11,3,88.0,1.0,48th_week,
15191,Nu Flavor,3 Little Words,3.9,R&B,2000-06-03,2000-06-17,9,89.0,2.0,48th_week,
15192,Tamar,If You Don't Wanna Love Me,4.03333333333,Rock,2000-03-25,2000-04-15,6,89.0,3.0,48th_week,
15193,"Levert, Gerald",Baby U Are,4.16666666667,R&B,2000-08-19,2000-08-26,5,89.0,1.0,48th_week,
15194,"Hart, Beth",L.A. Song,3.78333333333,Country,1999-11-27,2000-01-15,12,90.0,7.0,48th_week,
15195,"Diffie, Joe",The Quittin' Kind,3.38333333333,Country,2000-01-01,2000-01-22,6,90.0,3.0,48th_week,
15196,Funkmaster Flex,Do You,4.23333333333,Rap,2000-11-11,2000-12-02,7,91.0,3.0,48th_week,
15197,"Price, Kelly",Love Sets You Free,3.76666666667,Rock,2000-05-13,2000-05-20,4,91.0,1.0,48th_week,
15198,En Vogue,Riddle,5.16666666667,Rock,2000-06-17,2000-06-17,4,92.0,0.0,48th_week,
15199,"Herndon, Ty",No Mercy,4.71666666667,Country,2000-03-18,2000-05-06,8,92.0,7.0,48th_week,
15200,Anastacia,I'm Outta Love,4.01666666667,Pop,2000-04-01,2000-04-01,3,92.0,0.0,48th_week,
15201,Trina,Pull Over,2.96666666667,Rap,2000-09-09,2000-09-16,4,93.0,1.0,48th_week,
15202,Lil' Mo,Ta Da,4.28333333333,Rap,2000-08-12,2000-09-16,7,95.0,5.0,48th_week,
15203,A*Teens,Dancing Queen,3.73333333333,Pop,2000-07-08,2000-07-29,5,95.0,3.0,48th_week,
15204,"Sheist, Shade",Where I Wanna Be,4.26666666667,Rap,2000-11-11,2000-11-18,5,95.0,1.0,48th_week,
15205,De La Soul,All Good?,5.03333333333,Rap,2000-12-23,2000-12-23,3,96.0,0.0,48th_week,
15206,"Larrieux, Amel",Get Up,4.03333333333,R&B,2000-03-04,2000-03-11,3,97.0,1.0,48th_week,
15207,"Braxton, Toni",Spanish Guitar,4.4,Rock,2000-12-02,2000-12-02,3,98.0,0.0,48th_week,
15208,Tuesday,I Know,4.1,Rock,2000-12-30,2000-12-30,2,98.0,0.0,48th_week,
15209,LL Cool J,Imagine That,4.0,Rap,2000-08-12,2000-08-19,2,98.0,1.0,48th_week,
15210,Master P,Souljas,3.55,Rap,2000-11-18,2000-11-18,1,98.0,0.0,48th_week,
15211,Ghostface Killah,Cherchez LaGhost,3.06666666667,R&B,2000-08-05,2000-08-05,1,98.0,0.0,48th_week,
15212,"Smith, Will",Freakin' It,3.96666666667,Rap,2000-02-12,2000-02-12,4,99.0,0.0,48th_week,
15213,Zombie Nation,Kernkraft 400,3.5,Rock,2000-09-02,2000-09-02,2,99.0,0.0,48th_week,
15214,"Eastsidaz, The",Got Beef,3.96666666667,Rap,2000-07-01,2000-07-01,2,99.0,0.0,48th_week,
15215,Fragma,Toca's Miracle,3.36666666667,R&B,2000-10-28,2000-10-28,1,99.0,0.0,48th_week,
15216,Destiny's Child,Independent Women Part I,3.63333333333,Rock,2000-09-23,2000-11-18,28,1.0,8.0,49th_week,
15217,Santana,"Maria, Maria",4.3,Rock,2000-02-12,2000-04-08,26,1.0,8.0,49th_week,
15218,Savage Garden,I Knew I Loved You,4.11666666667,Rock,1999-10-23,2000-01-29,33,1.0,14.0,49th_week,
15219,Madonna,Music,3.75,Rock,2000-08-12,2000-09-16,24,1.0,5.0,49th_week,
15220,"Aguilera, Christina",Come On Over Baby (All I Want Is You),3.63333333333,Rock,2000-08-05,2000-10-14,21,1.0,10.0,49th_week,
15221,Janet,Doesn't Really Matter,4.28333333333,Rock,2000-06-17,2000-08-26,24,1.0,10.0,49th_week,
15222,Destiny's Child,Say My Name,4.51666666667,Rock,1999-12-25,2000-03-18,32,1.0,12.0,49th_week,
15223,"Iglesias, Enrique",Be With You,3.6,Latin,2000-04-01,2000-06-24,20,1.0,12.0,49th_week,
15224,Sisqo,Incomplete,3.86666666667,Rock,2000-06-24,2000-08-12,26,1.0,7.0,49th_week,
15225,Lonestar,Amazed,4.41666666667,Country,1999-06-05,2000-03-04,55,1.0,39.0,49th_week,9.0
15226,N'Sync,It's Gonna Be Me,3.16666666667,Rock,2000-05-06,2000-07-29,25,1.0,12.0,49th_week,
15227,"Aguilera, Christina",What A Girl Wants,3.3,Rock,1999-11-27,2000-01-15,24,1.0,7.0,49th_week,
15228,Vertical Horizon,Everything You Want,4.01666666667,Rock,2000-01-22,2000-07-15,41,1.0,25.0,49th_week,
15229,Creed,With Arms Wide Open,3.86666666667,Rock,2000-05-13,2000-11-11,47,1.0,26.0,49th_week,
15230,Aaliyah,Try Again,4.05,Rock,2000-03-18,2000-06-17,32,1.0,13.0,49th_week,
15231,matchbox twenty,Bent,4.2,Rock,2000-04-29,2000-07-22,39,1.0,12.0,49th_week,
15232,"Carey, Mariah",Thank God I Found You,4.23333333333,Rock,1999-12-11,2000-02-19,20,1.0,10.0,49th_week,
15233,"Hill, Faith",Breathe,4.06666666667,Rap,1999-11-06,2000-04-22,53,2.0,24.0,49th_week,42.0
15234,Mya,Case Of The Ex (Whatcha Gonna Do),3.83333333333,Rock,2000-08-19,2000-12-02,30,2.0,15.0,49th_week,
15235,Dream,He Loves U Not,3.71666666667,Rock,2000-09-30,2000-12-30,28,2.0,13.0,49th_week,
15236,"Braxton, Toni",He Wasn't Man Enough,4.35,Rock,2000-03-18,2000-05-06,37,2.0,7.0,49th_week,
15237,"Anthony, Marc",You Sang To Me,3.83333333333,Latin,2000-02-26,2000-06-03,32,2.0,14.0,49th_week,
15238,98¡,Give Me Just One Night (Una Noche),3.4,Rock,2000-08-19,2000-09-30,20,2.0,6.0,49th_week,
15239,Destiny's Child,Jumpin' Jumpin',3.8,Rock,2000-05-13,2000-08-19,32,3.0,14.0,49th_week,
15240,3 Doors Down,Kryptonite,3.88333333333,Rock,2000-04-08,2000-11-11,53,3.0,31.0,49th_week,28.0
15241,Sisqo,Thong Song,4.08333333333,Rock,2000-01-29,2000-05-20,28,3.0,16.0,49th_week,
15242,"Aguilera, Christina",I Turn To You,4.0,Rock,2000-04-15,2000-07-01,22,3.0,11.0,49th_week,
15243,"Houston, Whitney",My Love Is Your Love,4.26666666667,Rock,1999-09-04,2000-01-08,28,4.0,18.0,49th_week,
15244,Joe,I Wanna Know,4.95,Rock,2000-01-01,2000-07-01,44,4.0,26.0,49th_week,
15245,"Jordan, Montell",Get It On.. Tonite,4.56666666667,Rap,1999-10-23,2000-02-12,32,4.0,16.0,49th_week,
15246,N'Sync,Bye Bye Bye,3.25,Rock,2000-01-29,2000-04-15,23,4.0,11.0,49th_week,
15247,Eminem,The Real Slim Shady,4.7,Rap,2000-05-06,2000-06-24,19,4.0,7.0,49th_week,
15248,Pink,Most Girls,4.1,Rock,2000-08-12,2000-11-25,27,4.0,15.0,49th_week,
15249,"Mumba, Samantha",Gotta Tell You,3.31666666667,Rock,2000-09-09,2000-12-09,22,4.0,13.0,49th_week,
15250,Blaque,Bring It All To Me,3.76666666667,Pop,1999-10-23,2000-01-22,29,5.0,13.0,49th_week,
15251,"Elliott, Missy ""Misdemeanor""",Hot Boyz,3.85,Rap,1999-11-27,2000-01-08,21,5.0,6.0,49th_week,
15252,"Gray, Macy",I Try,3.86666666667,Rock,2000-02-19,2000-05-20,27,5.0,13.0,49th_week,
15253,N'Sync,This I Promise You,4.38333333333,Rock,2000-09-30,2000-12-02,26,5.0,9.0,49th_week,
15254,Ruff Endz,No More,3.93333333333,Rock,2000-07-01,2000-09-02,26,5.0,9.0,49th_week,
15255,"Backstreet Boys, The",Show Me The Meaning Of Being Lonely,3.9,Rock,2000-01-01,2000-03-18,24,6.0,11.0,49th_week,
15256,Nine Days,Absolutely (Story Of A Girl),3.15,Rock,2000-05-06,2000-07-22,27,6.0,11.0,49th_week,
15257,"Dion, Celine",That's The Way It Is,4.05,Rock,1999-11-13,2000-03-04,28,6.0,16.0,49th_week,
15258,Blink-182,All The Small Things,2.86666666667,Rock,1999-12-04,2000-02-19,23,6.0,11.0,49th_week,
15259,Eiffel 65,Blue (Da Ba Dee),3.48333333333,Electronica,1999-12-11,2000-01-29,20,6.0,7.0,49th_week,
15260,"Badu, Erkyah",Bag Lady,5.05,Rock,2000-08-19,2000-10-07,20,6.0,7.0,49th_week,
15261,Pink,There U Go,3.38333333333,Rock,2000-03-04,2000-04-08,32,7.0,5.0,49th_week,
15262,Creed,Higher,5.26666666667,Rock,1999-09-11,2000-07-22,57,7.0,45.0,49th_week,9.0
15263,Nelly,(Hot S**t) Country Grammar,4.28333333333,Rap,2000-04-29,2000-09-16,34,7.0,20.0,49th_week,
15264,Next,Wifey,4.05,Rock,2000-05-27,2000-09-09,21,7.0,15.0,49th_week,
15265,Kenny G,Auld Lang Syne (The Millenium Mix),7.83333333333,Jazz,1999-12-25,2000-01-08,5,7.0,2.0,49th_week,
15266,Sonique,It Feels So Good,3.8,Rock,2000-01-22,2000-04-22,24,8.0,13.0,49th_week,
15267,"Spears, Britney",Oops!.. I Did It Again,3.5,Rock,2000-04-22,2000-06-10,20,9.0,7.0,49th_week,
15268,"Backstreet Boys, The",Shape Of My Heart,3.81666666667,Rock,2000-10-14,2000-12-02,20,9.0,7.0,49th_week,
15269,Everclear,Wonderful,4.5,Rock,2000-07-08,2000-09-30,21,11.0,12.0,49th_week,
15270,Ja Rule,Between Me And You,4.08333333333,Rap,2000-09-16,2000-11-18,20,11.0,9.0,49th_week,
15271,"Rimes, LeAnn",I Need You,3.7,Country,2000-05-27,2000-08-12,25,11.0,11.0,49th_week,
